pair_id,ref_index,range_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00245,5,-1,UNTOUCHED,T1,none,12,15,13,16
R00245,6,-1,UNTOUCHED,T1,none,26,31,28,33
R00246,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,13,6,14
R00246,1,0,MUTATION,T1,t1_add_block_comment,,,8,8
R00246,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,18,30,19,31
R00246,3,1,MUTATION,T1,t1_add_eol_comment,20,20,21,21
R00246,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00246,5,-1,UNTOUCHED,T1,none,14,17,15,18
R00246,6,-1,UNTOUCHED,T1,none,31,36,32,37
R00247,0,0,CLONE_INTERVAL,T3,t3_delete_statement,32,37,32,36
R00247,1,0,MUTATION,T3,t3_delete_statement,37,37,,
R00247,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,87,92,86,91
R00247,3,1,MUTATION,T2,t2_change_int_literal,87,87,86,86
R00247,4,-1,UNTOUCHED,T1,none,27,31,27,31
R00247,5,-1,UNTOUCHED,T1,none,38,46,37,45
R00247,6,-1,UNTOUCHED,T1,none,82,86,81,85
R00247,7,-1,UNTOUCHED,T1,none,93,102,92,101
R00248,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,11,16,11,17
R00248,1,0,MUTATION,T1,t1_add_block_comment,,,13,13
R00248,2,1,CLONE_INTERVAL,T3,t3_delete_statement,20,25,21,25
R00248,3,1,MUTATION,T3,t3_delete_statement,23,23,,
R00248,4,-1,UNTOUCHED,T1,none,3,10,3,10
R00248,5,-1,UNTOUCHED,T1,none,17,19,18,20
R00248,6,-1,UNTOUCHED,T1,none,26,38,26,38
R00249,0,0,CLONE_INTERVAL,T1,t1_reindent,11,16,11,16
R00249,1,0,MUTATION,T1,t1_reindent,11,16,11,16
R00249,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,20,28,20,29
R00249,3,1,MUTATION,T1,t1_add_block_comment,,,24,24
R00249,4,-1,UNTOUCHED,T1,none,3,10,3,10
R00249,5,-1,UNTOUCHED,T1,none,17,19,17,19
R00249,6,-1,UNTOUCHED,T1,none,29,31,30,32
R00250,0,0,CLONE_INTERVAL,T2,t2_rename_local_x3,21,34,21,34
R00250,1,0,MUTATION,T2,t2_rename_local_x3,21,30,21,30
R00250,2,0,MUTATION,T2,t2_rename_local_x3,32,32,32,32
R00250,3,1,CLONE_INTERVAL,T2,t2_change_string_literal,40,49,40,49
R00250,4,1,MUTATION,T2,t2_change_string_literal,41,41,41,41
R00250,5,-1,UNTOUCHED,T1,none,3,20,3,20
R00250,6,-1,UNTOUCHED,T1,none,35,39,35,39
R00250,7,-1,UNTOUCHED,T1,none,50,55,50,55
R00251,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,14,9,15
R00251,1,0,MUTATION,T1,t1_add_block_comment,,,11,11
R00251,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,25,31,26,34
R00251,3,1,MUTATION,T3,t3_wrap_statement,,,26,26
R00251,4,-1,UNTOUCHED,T1,none,3,8,3,8
R00251,5,-1,UNTOUCHED,T1,none,15,24,16,25
R00251,6,-1,UNTOUCHED,T1,none,32,40,35,43
R00252,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00252,1,0,MUTATION,T2,t2_change_int_literal,10,10,10,10
R00252,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,15,41,15,41
R00252,3,1,MUTATION,T2,t2_rename_local_x1,18,18,18,18
R00252,4,1,MUTATION,T2,t2_rename_local_x1,20,23,20,23
R00252,5,1,MUTATION,T2,t2_rename_local_x1,28,28,28,28
R00252,6,1,MUTATION,T2,t2_rename_local_x1,35,35,35,35
R00252,7,1,MUTATION,T2,t2_rename_local_x1,38,38,38,38
R00252,8,-1,UNTOUCHED,T1,none,3,5,3,5
R00252,9,-1,UNTOUCHED,T1,none,12,14,12,14
R00252,10,-1,UNTOUCHED,T1,none,42,44,42,44
R00253,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,149,157,149,158
R00253,1,0,MUTATION,T1,t1_add_blank_line,,,156,156
R00253,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,174,181,175,183
R00253,3,1,MUTATION,T1,t1_add_block_comment,,,180,180
R00253,4,-1,UNTOUCHED,T1,none,145,148,145,148
R00253,5,-1,UNTOUCHED,T1,none,158,167,159,168
R00253,6,-1,UNTOUCHED,T1,none,169,173,170,174
R00253,7,-1,UNTOUCHED,T1,none,182,191,184,193
R00254,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00254,1,0,MUTATION,T3,t3_wrap_statement,,,7,7
R00254,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,16,24,18,27
R00254,3,1,MUTATION,T1,t1_add_blank_line,,,19,19
R00254,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00254,5,-1,UNTOUCHED,T1,none,13,15,15,17
R00254,6,-1,UNTOUCHED,T1,none,25,27,28,30
R00255,0,0,CLONE_INTERVAL,T3,t3_insert_statement,10,15,10,15
R00255,1,0,MUTATION,T3,t3_insert_statement,,,16,16
R00255,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,21,26,22,27
R00255,3,1,MUTATION,T2,t2_change_int_literal,21,21,22,22
R00255,4,-1,UNTOUCHED,T1,none,5,9,5,9
R00255,5,-1,UNTOUCHED,T1,none,16,20,17,21
R00255,6,-1,UNTOUCHED,T1,none,27,32,28,33
R00256,0,0,CLONE_INTERVAL,T3,t3_delete_statement,13,18,13,17
R00256,1,0,MUTATION,T3,t3_delete_statement,14,14,,
R00256,2,1,CLONE_INTERVAL,T1,t1_reindent,49,54,48,53
R00256,3,1,MUTATION,T1,t1_reindent,49,54,48,53
R00256,4,-1,UNTOUCHED,T1,none,3,12,3,12
R00256,5,-1,UNTOUCHED,T1,none,19,48,18,47
R00256,6,-1,UNTOUCHED,T1,none,55,59,54,58
R00257,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,20,31,20,31
R00257,1,0,MUTATION,T2,t2_change_string_literal,25,25,25,25
R00257,2,1,CLONE_INTERVAL,T1,t1_reindent,161,166,161,166
R00257,3,1,MUTATION,T1,t1_reindent,161,166,161,166
R00257,4,-1,UNTOUCHED,T1,none,17,19,17,19
R00257,5,-1,UNTOUCHED,T1,none,32,39,32,39
R00257,6,-1,UNTOUCHED,T1,none,158,160,158,160
R00257,7,-1,UNTOUCHED,T1,none,167,175,167,175
R00258,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,22,34,22,34
R00258,1,0,MUTATION,T1,t1_add_eol_comment,32,32,32,32
R00258,2,1,CLONE_INTERVAL,T3,t3_delete_statement,43,53,43,52
R00258,3,1,MUTATION,T3,t3_delete_statement,43,43,,
R00258,4,-1,UNTOUCHED,T1,none,19,21,19,21
R00258,5,-1,UNTOUCHED,T1,none,35,38,35,38
R00258,6,-1,UNTOUCHED,T1,none,40,42,40,42
R00258,7,-1,UNTOUCHED,T1,none,54,63,53,62
R00259,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,21,27,21,29
R00259,1,0,MUTATION,T3,t3_wrap_statement,,,25,25
R00259,2,1,CLONE_INTERVAL,T1,t1_reindent,149,154,151,156
R00259,3,1,MUTATION,T1,t1_reindent,149,154,151,156
R00259,4,-1,UNTOUCHED,T1,none,17,20,17,20
R00259,5,-1,UNTOUCHED,T1,none,28,31,30,33
R00259,6,-1,UNTOUCHED,T1,none,146,148,148,150
R00259,7,-1,UNTOUCHED,T1,none,155,163,157,165
R00260,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00260,1,0,MUTATION,T3,t3_wrap_statement,,,12,12
R00260,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,19,24,21,26
R00260,3,1,MUTATION,T1,t1_add_eol_comment,22,22,24,24
R00260,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00260,5,-1,UNTOUCHED,T1,none,13,18,15,20
R00260,6,-1,UNTOUCHED,T1,none,25,30,27,32
R00261,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,13,19,13,19
R00261,1,0,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00261,2,1,CLONE_INTERVAL,T1,t1_reindent,23,33,23,33
R00261,3,1,MUTATION,T1,t1_reindent,23,33,23,33
R00261,4,-1,UNTOUCHED,T1,none,8,12,8,12
R00261,5,-1,UNTOUCHED,T1,none,20,22,20,22
R00261,6,-1,UNTOUCHED,T1,none,34,48,34,48
R00262,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,9,14,9,16
R00262,1,0,MUTATION,T3,t3_wrap_statement,,,9,9
R00262,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,28,33,30,37
R00262,3,1,MUTATION,T3,t3_wrap_statement,,,35,35
R00262,4,-1,UNTOUCHED,T1,none,5,8,5,8
R00262,5,-1,UNTOUCHED,T1,none,15,18,17,20
R00262,6,-1,UNTOUCHED,T1,none,24,27,26,29
R00262,7,-1,UNTOUCHED,T1,none,34,36,38,40
R00263,0,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00263,1,0,MUTATION,T1,t1_reindent,7,12,7,12
R00263,2,1,CLONE_INTERVAL,T3,t3_insert_statement,19,26,19,27
R00263,3,1,MUTATION,T3,t3_insert_statement,,,22,22
R00263,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00263,5,-1,UNTOUCHED,T1,none,13,18,13,18
R00263,6,-1,UNTOUCHED,T1,none,27,32,28,33
R00264,0,0,CLONE_INTERVAL,T1,t1_reindent,6,13,6,13
R00264,1,0,MUTATION,T1,t1_reindent,6,13,6,13
R00264,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,24,29,24,31
R00264,3,1,MUTATION,T3,t3_wrap_statement,,,25,25
R00264,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00264,5,-1,UNTOUCHED,T1,none,14,18,14,18
R00264,6,-1,UNTOUCHED,T1,none,20,23,20,23
R00264,7,-1,UNTOUCHED,T1,none,30,36,32,38
R00265,0,0,CLONE_INTERVAL,T3,t3_insert_statement,124,129,124,129
R00265,1,0,MUTATION,T3,t3_insert_statement,,,130,130
R00265,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,143,148,144,150
R00265,3,1,MUTATION,T1,t1_add_block_comment,,,148,148
R00265,4,-1,UNTOUCHED,T1,none,121,123,121,123
R00265,5,-1,UNTOUCHED,T1,none,130,138,131,139
R00265,6,-1,UNTOUCHED,T1,none,140,142,141,143
R00265,7,-1,UNTOUCHED,T1,none,149,157,151,159
R00266,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,15,7,15
R00266,1,0,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00266,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,94,100,94,101
R00266,3,1,MUTATION,T1,t1_add_blank_line,,,100,100
R00266,4,-1,UNTOUCHED,T1,none,4,6,4,6
R00266,5,-1,UNTOUCHED,T1,none,16,30,16,30
R00266,6,-1,UNTOUCHED,T1,none,90,93,90,93
R00266,7,-1,UNTOUCHED,T1,none,101,115,102,116
R00267,0,0,CLONE_INTERVAL,T1,t1_reindent,9,15,9,15
R00267,1,0,MUTATION,T1,t1_reindent,9,15,9,15
R00267,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,32,37,32,38
R00267,3,1,MUTATION,T1,t1_add_block_comment,,,37,37
R00267,4,-1,UNTOUCHED,T1,none,5,8,5,8
R00267,5,-1,UNTOUCHED,T1,none,16,26,16,26
R00267,6,-1,UNTOUCHED,T1,none,28,31,28,31
R00267,7,-1,UNTOUCHED,T1,none,38,42,39,43
R00268,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,42,47,42,47
R00268,1,0,MUTATION,T2,t2_change_string_literal,42,42,42,42
R00268,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,83,88,83,88
R00268,3,1,MUTATION,T2,t2_change_string_literal,83,83,83,83
R00268,4,-1,UNTOUCHED,T1,none,38,41,38,41
R00268,5,-1,UNTOUCHED,T1,none,48,82,48,82
R00268,6,-1,UNTOUCHED,T1,none,89,92,89,92
R00269,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,39,45,39,46
R00269,1,0,MUTATION,T1,t1_add_blank_line,,,40,40
R00269,2,1,CLONE_INTERVAL,T3,t3_insert_statement,95,100,96,101
R00269,3,1,MUTATION,T3,t3_insert_statement,,,102,102
R00269,4,-1,UNTOUCHED,T1,none,36,38,36,38
R00269,5,-1,UNTOUCHED,T1,none,46,48,47,49
R00269,6,-1,UNTOUCHED,T1,none,81,94,82,95
R00269,7,-1,UNTOUCHED,T1,none,101,117,103,119
R00270,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,13,8,13
R00270,1,0,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00270,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,17,27,17,27
R00270,3,1,MUTATION,T2,t2_rename_local_x1,17,18,17,18
R00270,4,1,MUTATION,T2,t2_rename_local_x1,20,20,20,20
R00270,5,1,MUTATION,T2,t2_rename_local_x1,22,22,22,22
R00270,6,1,MUTATION,T2,t2_rename_local_x1,24,24,24,24
R00270,7,-1,UNTOUCHED,T1,none,5,7,5,7
R00270,8,-1,UNTOUCHED,T1,none,14,16,14,16
R00270,9,-1,UNTOUCHED,T1,none,28,32,28,32
R00271,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,92,97,92,99
R00271,1,0,MUTATION,T3,t3_wrap_statement,,,94,94
R00271,2,1,CLONE_INTERVAL,T3,t3_insert_statement,111,116,113,119
R00271,3,1,MUTATION,T3,t3_insert_statement,,,115,115
R00271,4,-1,UNTOUCHED,T1,none,89,91,89,91
R00271,5,-1,UNTOUCHED,T1,none,98,106,100,108
R00271,6,-1,UNTOUCHED,T1,none,108,110,110,112
R00271,7,-1,UNTOUCHED,T1,none,117,125,120,128
R00272,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,11,6,11
R00272,1,0,MUTATION,T2,t2_change_string_literal,6,6,6,6
R00272,2,1,CLONE_INTERVAL,T1,t1_reindent,15,20,15,20
R00272,3,1,MUTATION,T1,t1_reindent,15,20,15,20
R00272,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00272,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00272,6,-1,UNTOUCHED,T1,none,21,23,21,23
R00273,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,16,9,16
R00273,1,0,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00273,2,1,CLONE_INTERVAL,T1,t1_reindent,20,29,20,29
R00273,3,1,MUTATION,T1,t1_reindent,20,29,20,29
R00273,4,-1,UNTOUCHED,T1,none,4,8,4,8
R00273,5,-1,UNTOUCHED,T1,none,17,19,17,19
R00273,6,-1,UNTOUCHED,T1,none,30,32,30,32
R00274,0,0,CLONE_INTERVAL,T1,t1_reindent,13,22,13,22
R00274,1,0,MUTATION,T1,t1_reindent,13,22,13,22
R00274,2,1,CLONE_INTERVAL,T2,t2_rename_local_x3,28,33,28,33
R00274,3,1,MUTATION,T2,t2_rename_local_x3,28,33,28,33
R00274,4,-1,UNTOUCHED,T1,none,3,12,3,12
R00274,5,-1,UNTOUCHED,T1,none,23,27,23,27
R00274,6,-1,UNTOUCHED,T1,none,34,36,34,36
R00275,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,12,17,12,17
R00275,1,0,MUTATION,T2,t2_change_string_literal,17,17,17,17
R00275,2,1,CLONE_INTERVAL,T3,t3_delete_statement,32,37,32,36
R00275,3,1,MUTATION,T3,t3_delete_statement,37,37,,
R00275,4,-1,UNTOUCHED,T1,none,9,11,9,11
R00275,5,-1,UNTOUCHED,T1,none,18,31,18,31
R00275,6,-1,UNTOUCHED,T1,none,38,43,37,42
R00276,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,15,7,15
R00276,1,0,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00276,2,1,CLONE_INTERVAL,T2,t2_rename_local_x2,28,37,28,37
R00276,3,1,MUTATION,T2,t2_rename_local_x2,28,28,28,28
R00276,4,1,MUTATION,T2,t2_rename_local_x2,30,32,30,32
R00276,5,-1,UNTOUCHED,T1,none,4,6,4,6
R00276,6,-1,UNTOUCHED,T1,none,16,27,16,27
R00276,7,-1,UNTOUCHED,T1,none,38,40,38,40
R00277,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,12,7,12
R00277,1,0,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00277,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,19,26,19,28
R00277,3,1,MUTATION,T3,t3_wrap_statement,,,21,21
R00277,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00277,5,-1,UNTOUCHED,T1,none,13,18,13,18
R00277,6,-1,UNTOUCHED,T1,none,27,30,29,32
R00278,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00278,1,0,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00278,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,31,47,31,49
R00278,3,1,MUTATION,T3,t3_wrap_statement,,,33,33
R00278,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00278,5,-1,UNTOUCHED,T1,none,13,23,13,23
R00278,6,-1,UNTOUCHED,T1,none,25,30,25,30
R00278,7,-1,UNTOUCHED,T1,none,48,50,50,52
R00279,0,0,CLONE_INTERVAL,T3,t3_insert_statement,16,22,16,23
R00279,1,0,MUTATION,T3,t3_insert_statement,,,17,17
R00279,2,1,CLONE_INTERVAL,T3,t3_insert_statement,32,38,33,39
R00279,3,1,MUTATION,T3,t3_insert_statement,,,40,40
R00279,4,-1,UNTOUCHED,T1,none,9,15,9,15
R00279,5,-1,UNTOUCHED,T1,none,23,31,24,32
R00279,6,-1,UNTOUCHED,T1,none,39,55,41,57
R00280,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,11
R00280,1,0,MUTATION,T3,t3_insert_statement,,,12,12
R00280,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,18,24,19,25
R00280,3,1,MUTATION,T2,t2_change_string_literal,19,19,20,20
R00280,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00280,5,-1,UNTOUCHED,T1,none,12,17,13,18
R00280,6,-1,UNTOUCHED,T1,none,25,32,26,33
R00281,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,12,6,13
R00281,1,0,MUTATION,T1,t1_add_blank_line,,,12,12
R00281,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,25,36,26,37
R00281,3,1,MUTATION,T2,t2_change_int_literal,25,25,26,26
R00281,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00281,5,-1,UNTOUCHED,T1,none,13,24,14,25
R00281,6,-1,UNTOUCHED,T1,none,37,40,38,41
R00282,0,0,CLONE_INTERVAL,T3,t3_insert_statement,230,235,230,236
R00282,1,0,MUTATION,T3,t3_insert_statement,,,233,233
R00282,2,1,CLONE_INTERVAL,T3,t3_delete_statement,255,263,256,263
R00282,3,1,MUTATION,T3,t3_delete_statement,255,255,,
R00282,4,-1,UNTOUCHED,T1,none,226,229,226,229
R00282,5,-1,UNTOUCHED,T1,none,236,247,237,248
R00282,6,-1,UNTOUCHED,T1,none,252,254,253,255
R00282,7,-1,UNTOUCHED,T1,none,264,270,264,270
R00283,0,0,CLONE_INTERVAL,T3,t3_delete_statement,184,189,184,188
R00283,1,0,MUTATION,T3,t3_delete_statement,189,189,,
R00283,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,273,278,272,277
R00283,3,1,MUTATION,T1,t1_add_eol_comment,274,274,273,273
R00283,4,-1,UNTOUCHED,T1,none,175,183,175,183
R00283,5,-1,UNTOUCHED,T1,none,190,196,189,195
R00283,6,-1,UNTOUCHED,T1,none,269,272,268,271
R00283,7,-1,UNTOUCHED,T1,none,279,283,278,282
R00284,0,0,CLONE_INTERVAL,T1,t1_reindent,29,34,29,34
R00284,1,0,MUTATION,T1,t1_reindent,29,34,29,34
R00284,2,1,CLONE_INTERVAL,T1,t1_reindent,82,87,82,87
R00284,3,1,MUTATION,T1,t1_reindent,82,87,82,87
R00284,4,-1,UNTOUCHED,T1,none,24,28,24,28
R00284,5,-1,UNTOUCHED,T1,none,35,41,35,41
R00284,6,-1,UNTOUCHED,T1,none,77,81,77,81
R00284,7,-1,UNTOUCHED,T1,none,88,97,88,97
R00285,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00285,1,0,MUTATION,T1,t1_add_blank_line,,,9,9
R00285,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,19,24,20,26
R00285,3,1,MUTATION,T1,t1_add_block_comment,,,24,24
R00285,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00285,5,-1,UNTOUCHED,T1,none,13,18,14,19
R00285,6,-1,UNTOUCHED,T1,none,25,30,27,32
R00286,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,15,20,15,20
R00286,1,0,MUTATION,T1,t1_add_eol_comment,16,16,16,16
R00286,2,1,CLONE_INTERVAL,T1,t1_reindent,145,150,145,150
R00286,3,1,MUTATION,T1,t1_reindent,145,150,145,150
R00286,4,-1,UNTOUCHED,T1,none,10,14,10,14
R00286,5,-1,UNTOUCHED,T1,none,21,49,21,49
R00286,6,-1,UNTOUCHED,T1,none,140,144,140,144
R00286,7,-1,UNTOUCHED,T1,none,151,165,151,165
R00287,0,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,11
R00287,1,0,MUTATION,T3,t3_delete_statement,12,13,,
R00287,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,17,28,15,26
R00287,3,1,MUTATION,T2,t2_rename_local_x1,18,18,16,16
R00287,4,1,MUTATION,T2,t2_rename_local_x1,20,20,18,18
R00287,5,1,MUTATION,T2,t2_rename_local_x1,24,24,22,22
R00287,6,-1,UNTOUCHED,T1,none,3,7,3,7
R00287,7,-1,UNTOUCHED,T1,none,14,16,12,14
R00287,8,-1,UNTOUCHED,T1,none,29,31,27,29
R00288,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,15,34,15,36
R00288,1,0,MUTATION,T3,t3_wrap_statement,,,17,17
R00288,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,83,90,85,93
R00288,3,1,MUTATION,T1,t1_add_block_comment,,,91,91
R00288,4,-1,UNTOUCHED,T1,none,7,14,7,14
R00288,5,-1,UNTOUCHED,T1,none,35,38,37,40
R00288,6,-1,UNTOUCHED,T1,none,77,82,79,84
R00288,7,-1,UNTOUCHED,T1,none,91,94,94,97
R00289,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,15,7,15
R00289,1,0,MUTATION,T1,t1_add_eol_comment,10,10,10,10
R00289,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,21,27,21,27
R00289,3,1,MUTATION,T2,t2_rename_local_x1,23,24,23,24
R00289,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00289,5,-1,UNTOUCHED,T1,none,16,20,16,20
R00289,6,-1,UNTOUCHED,T1,none,28,34,28,34
R00290,0,0,CLONE_INTERVAL,T1,t1_reindent,18,25,18,25
R00290,1,0,MUTATION,T1,t1_reindent,18,25,18,25
R00290,2,1,CLONE_INTERVAL,T2,t2_rename_local_x2,37,58,37,58
R00290,3,1,MUTATION,T2,t2_rename_local_x2,37,37,37,37
R00290,4,1,MUTATION,T2,t2_rename_local_x2,39,39,39,39
R00290,5,1,MUTATION,T2,t2_rename_local_x2,44,45,44,45
R00290,6,1,MUTATION,T2,t2_rename_local_x2,51,51,51,51
R00290,7,-1,UNTOUCHED,T1,none,9,17,9,17
R00290,8,-1,UNTOUCHED,T1,none,26,36,26,36
R00290,9,-1,UNTOUCHED,T1,none,59,64,59,64
R00291,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,12,7,13
R00291,1,0,MUTATION,T1,t1_add_blank_line,,,11,11
R00291,2,1,CLONE_INTERVAL,T1,t1_reindent,19,43,20,44
R00291,3,1,MUTATION,T1,t1_reindent,19,43,20,44
R00291,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00291,5,-1,UNTOUCHED,T1,none,13,18,14,19
R00291,6,-1,UNTOUCHED,T1,none,44,49,45,50
R00292,0,0,CLONE_INTERVAL,T3,t3_insert_statement,9,14,9,15
R00292,1,0,MUTATION,T3,t3_insert_statement,,,14,14
R00292,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,26,31,27,32
R00292,3,1,MUTATION,T2,t2_rename_local_x1,26,27,27,28
R00292,4,-1,UNTOUCHED,T1,none,3,8,3,8
R00292,5,-1,UNTOUCHED,T1,none,15,25,16,26
R00292,6,-1,UNTOUCHED,T1,none,32,37,33,38
R00293,0,0,CLONE_INTERVAL,T2,t2_rename_local_x2,8,27,8,27
R00293,1,0,MUTATION,T2,t2_rename_local_x2,11,11,11,11
R00293,2,0,MUTATION,T2,t2_rename_local_x2,13,25,13,25
R00293,3,1,CLONE_INTERVAL,T2,t2_change_int_literal,33,42,33,42
R00293,4,1,MUTATION,T2,t2_change_int_literal,33,33,33,33
R00293,5,-1,UNTOUCHED,T1,none,3,7,3,7
R00293,6,-1,UNTOUCHED,T1,none,28,32,28,32
R00293,7,-1,UNTOUCHED,T1,none,43,48,43,48
R00294,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,15,20,15,21
R00294,1,0,MUTATION,T1,t1_add_block_comment,,,20,20
R00294,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,26,31,27,33
R00294,3,1,MUTATION,T1,t1_add_blank_line,,,31,31
R00294,4,-1,UNTOUCHED,T1,none,8,14,8,14
R00294,5,-1,UNTOUCHED,T1,none,21,25,22,26
R00294,6,-1,UNTOUCHED,T1,none,32,47,34,49
R00295,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,11,16,11,17
R00295,1,0,MUTATION,T1,t1_add_blank_line,,,16,16
R00295,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,29,34,30,35
R00295,3,1,MUTATION,T2,t2_change_string_literal,31,31,32,32
R00295,4,-1,UNTOUCHED,T1,none,5,10,5,10
R00295,5,-1,UNTOUCHED,T1,none,17,28,18,29
R00295,6,-1,UNTOUCHED,T1,none,35,38,36,39
R00296,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,102,113,102,114
R00296,1,0,MUTATION,T1,t1_add_blank_line,,,105,105
R00296,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,190,195,191,196
R00296,3,1,MUTATION,T1,t1_add_eol_comment,192,192,193,193
R00296,4,-1,UNTOUCHED,T1,none,92,101,92,101
R00296,5,-1,UNTOUCHED,T1,none,114,130,115,131
R00296,6,-1,UNTOUCHED,T1,none,186,189,187,190
R00296,7,-1,UNTOUCHED,T1,none,196,219,197,220
R00297,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,14,7,14
R00297,1,0,MUTATION,T1,t1_add_eol_comment,10,10,10,10
R00297,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,19,26,19,27
R00297,3,1,MUTATION,T1,t1_add_blank_line,,,22,22
R00297,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00297,5,-1,UNTOUCHED,T1,none,15,18,15,18
R00297,6,-1,UNTOUCHED,T1,none,27,32,28,33
R00298,0,0,CLONE_INTERVAL,T1,t1_reindent,20,25,20,25
R00298,1,0,MUTATION,T1,t1_reindent,20,25,20,25
R00298,2,1,CLONE_INTERVAL,T3,t3_insert_statement,164,169,164,170
R00298,3,1,MUTATION,T3,t3_insert_statement,,,165,165
R00298,4,-1,UNTOUCHED,T1,none,17,19,17,19
R00298,5,-1,UNTOUCHED,T1,none,26,32,26,32
