pair_id,expected,band,status,detected,type_hit,found_types,best_coverage,wall_ms
MT3_019042,T3,MT3,ok,False,False,T2,0.12,668
MT3_019043,T3,MT3,ok,False,False,T2;T3,0.62,377
MT3_019044,T3,MT3,ok,True,True,T1;T3,1.00,466
MT3_019045,T3,MT3,ok,False,False,T1;T3,0.62,516
MT3_019046,T3,MT3,ok,False,False,T2,0.12,934
MT3_019047,T3,MT3,ok,False,False,T2,0.12,351
MT3_019048,T3,MT3,ok,False,False,T1,0.31,436
MT3_019049,T3,MT3,ok,False,False,T2,0.12,432
MT3_019050,T3,MT3,ok,False,False,T2;T3,0.31,649
MT3_019051,T3,MT3,ok,False,False,T2,0.12,738
MT3_019052,T3,MT3,ok,True,True,T1;T3,1.00,468
MT3_019053,T3,MT3,ok,False,False,T1;T2;T3,0.52,627
MT3_019054,T3,MT3,ok,True,True,T3,0.83,48628
MT3_019055,T3,MT3,ok,True,True,T3,0.83,51280
MT3_019056,T3,MT3,ok,False,False,T1;T3,0.56,368
MT3_019057,T3,MT3,ok,False,False,T2,0.15,371
MT3_019058,T3,MT3,ok,False,False,T2,0.15,820
MT3_019059,T3,MT3,ok,False,False,T2;T3,0.67,314
MT3_019060,T3,MT3,ok,False,False,,0.00,42668
MT3_019061,T3,MT3,ok,True,True,T3,1.00,52187
MT3_019062,T3,MT3,ok,True,True,T3,0.83,51746
MT3_019063,T3,MT3,ok,False,False,T2,0.15,353
MT3_019064,T3,MT3,ok,False,False,T2,0.13,357
MT3_019065,T3,MT3,ok,False,False,T2,0.15,315
MT3_019066,T3,MT3,ok,True,True,T3,1.00,50124
MT3_019067,T3,MT3,ok,True,True,T3,1.00,51262
MT3_019068,T3,MT3,ok,True,True,T3,1.00,261
MT3_019069,T3,MT3,ok,True,True,T3,1.00,49726
MT3_019070,T3,MT3,ok,True,True,T3,1.00,52214
MT3_019071,T3,MT3,ok,True,True,T3,1.00,46959
MT3_019072,T3,MT3,ok,False,False,,0.00,49913
MT3_019073,T3,MT3,ok,True,True,T3,1.00,515
MT3_019074,T3,MT3,ok,True,True,T3,1.00,49734
MT3_019075,T3,MT3,ok,False,False,,0.00,50128
MT3_019076,T3,MT3,ok,False,False,,0.00,42832
MT3_019077,T3,MT3,ok,True,True,T3,1.00,47703
MT3_019078,T3,MT3,ok,True,True,T3,1.00,49136
MT3_019079,T3,MT3,ok,False,False,,0.00,48672
MT3_019080,T3,MT3,ok,False,False,T2,0.12,376
MT3_019081,T3,MT3,ok,False,False,,0.00,49706
MT3_019082,T3,MT3,ok,False,False,T2,0.15,685
MT3_019083,T3,MT3,ok,False,False,T2,0.22,766
MT3_019084,T3,MT3,ok,False,False,T2,0.37,566
MT3_019085,T3,MT3,ok,False,False,T2,0.11,759
MT3_019086,T3,MT3,ok,False,False,,0.00,995
MT3_019087,T3,MT3,ok,True,True,T3,0.83,51361
MT3_019088,T3,MT3,ok,False,False,T2,0.33,391
MT3_019089,T3,MT3,ok,True,True,T3,0.83,50653
MT3_019090,T3,MT3,ok,False,False,,0.00,50597
MT3_019091,T3,MT3,ok,False,False,T2,0.32,436
MT3_019092,T3,MT3,ok,False,False,,0.00,42916
MT3_019093,T3,MT3,ok,False,False,T2,0.33,747
MT3_019094,T3,MT3,ok,False,False,,0.00,51975
MT3_019095,T3,MT3,ok,False,False,T2,0.33,779
MT3_019096,T3,MT3,ok,False,False,,0.00,47272
MT3_019097,T3,MT3,ok,True,True,T3,0.83,48509
MT3_019098,T3,MT3,ok,False,False,,0.00,49324
MT3_019099,T3,MT3,ok,False,False,,0.00,50852
MT3_019100,T3,MT3,ok,True,True,T3,0.83,44818
MT3_019101,T3,MT3,ok,False,False,,0.00,701
MT3_019102,T3,MT3,ok,True,True,T3,0.83,52089
MT3_019103,T3,MT3,ok,False,False,T1,0.30,860
MT3_019104,T3,MT3,ok,False,False,,0.00,47926
MT3_019105,T3,MT3,ok,False,False,,0.00,457
MT3_019106,T3,MT3,ok,True,True,T3,0.87,50492
MT3_019107,T3,MT3,ok,False,False,T2,0.33,478
MT3_019108,T3,MT3,ok,False,False,T2,0.29,298
MT3_019109,T3,MT3,ok,False,False,,0.00,51042
MT3_019110,T3,MT3,ok,False,False,,0.00,49419
MT3_019111,T3,MT3,ok,True,True,T3,0.85,49104
MT3_019112,T3,MT3,ok,False,False,,0.00,49972
MT3_019113,T3,MT3,ok,True,True,T3,0.83,50516
MT3_019114,T3,MT3,ok,True,True,T3,1.00,451
MT3_019115,T3,MT3,ok,False,False,,0.00,48723
MT3_019116,T3,MT3,ok,True,True,T3,0.88,46381
MT3_019117,T3,MT3,ok,False,False,,0.00,49889
MT3_019118,T3,MT3,ok,True,True,T3,0.83,52447
MT3_019119,T3,MT3,ok,False,False,,0.00,676
MT3_019120,T3,MT3,ok,True,True,T3,1.00,49729
MT3_019121,T3,MT3,ok,True,True,T3,0.83,48229
MT3_019122,T3,MT3,ok,False,False,,0.00,748
MT3_019123,T3,MT3,ok,True,True,T3,1.00,270
MT3_019124,T3,MT3,ok,True,True,T3,1.00,206
MT3_019125,T3,MT3,ok,True,True,T3,1.00,429
MT3_019126,T3,MT3,ok,True,True,T3,1.00,419
MT3_019127,T3,MT3,ok,False,False,T2,0.20,263
MT3_019128,T3,MT3,ok,False,False,T2,0.13,466
MT3_019129,T3,MT3,ok,False,False,T2;T3,0.63,425
MT3_019130,T3,MT3,ok,False,False,T2,0.13,411
MT3_019131,T3,MT3,ok,False,False,T2,0.13,491
MT3_019132,T3,MT3,ok,False,False,T2,0.13,374
MT3_019133,T3,MT3,ok,True,True,T3,1.00,386
MT3_019134,T3,MT3,ok,True,True,T3,1.00,49088
MT3_019135,T3,MT3,ok,True,True,T3,1.00,51958
MT3_019136,T3,MT3,ok,True,True,T3,1.00,47730
MT3_019137,T3,MT3,ok,True,True,T3,1.00,49763
MT3_019138,T3,MT3,ok,True,True,T3,1.00,48785
MT3_019139,T3,MT3,ok,True,True,T3,1.00,48635
MT3_019140,T3,MT3,ok,True,True,T3,1.00,42970
MT3_019141,T3,MT3,ok,False,False,T2,0.43,442
MT3_019142,T3,MT3,ok,False,False,T2,0.16,577
MT3_019143,T3,MT3,ok,False,False,T2,0.15,604
MT3_019144,T3,MT3,ok,False,False,T2,0.22,697
MT3_019145,T3,MT3,ok,False,False,T2,0.37,629
MT3_019146,T3,MT3,ok,False,False,T2,0.11,1117
MT3_019147,T3,MT3,ok,False,False,,0.00,995
MT3_019148,T3,MT3,ok,True,True,T3,1.00,52
MT3_019149,T3,MT3,ok,True,True,T1;T3,0.85,250
MT3_019150,T3,MT3,ok,True,True,T3,0.83,53941
MT3_019151,T3,MT3,ok,True,True,T3,0.83,48938
MT3_019152,T3,MT3,ok,False,False,T2,0.17,256
MT3_019153,T3,MT3,ok,False,False,T1;T3,0.56,371
MT3_019154,T3,MT3,ok,False,False,T2,0.15,533
MT3_019155,T3,MT3,ok,False,False,T2,0.15,687
MT3_019156,T3,MT3,ok,False,False,T2;T3,0.67,191
MT3_019157,T3,MT3,ok,False,False,T2,0.13,629
MT3_019158,T3,MT3,ok,False,False,,0.00,51386
MT3_019159,T3,MT3,ok,True,True,T3,1.00,50101
MT3_019160,T3,MT3,ok,False,False,,0.00,49254
MT3_019161,T3,MT3,ok,True,True,T3,1.00,49034
MT3_019162,T3,MT3,ok,True,True,T3,0.83,50005
MT3_019163,T3,MT3,ok,False,False,T2,0.15,412
MT3_019164,T3,MT3,ok,True,True,T3,1.00,46802
MT3_019165,T3,MT3,ok,False,False,T2,0.15,435
MT3_019166,T3,MT3,ok,False,False,T2,0.15,636
MT3_019167,T3,MT3,ok,False,False,T2,0.22,759
MT3_019168,T3,MT3,ok,False,False,T2,0.37,658
MT3_019169,T3,MT3,ok,False,False,T2,0.11,692
MT3_019170,T3,MT3,ok,False,False,,0.00,1085
MT3_019171,T3,MT3,ok,True,True,T3,0.88,51011
MT3_019172,T3,MT3,ok,False,False,,0.00,48276
MT3_019173,T3,MT3,ok,False,False,T2,0.18,325
MT3_019174,T3,MT3,ok,True,True,T3,0.86,48414
MT3_019175,T3,MT3,ok,False,False,T2,0.41,353
MT3_019176,T3,MT3,ok,False,False,,0.00,47735
MT3_019177,T3,MT3,ok,True,True,T3,0.88,49261
MT3_019178,T3,MT3,ok,True,True,T3,0.87,49879
MT3_019179,T3,MT3,ok,True,True,T3,0.88,49065
MT3_019180,T3,MT3,ok,False,False,,0.00,47192
MT3_019181,T3,MT3,ok,False,False,T2;T3,0.59,453
MT3_019182,T3,MT3,ok,True,True,T2;T3,1.00,596
MT3_019183,T3,MT3,ok,True,True,T3,0.88,51441
MT3_019184,T3,MT3,ok,True,True,T3,0.88,47314
MT3_019185,T3,MT3,ok,True,True,T2;T3,1.00,534
MT3_019186,T3,MT3,ok,True,True,T3,1.00,289
MT3_019187,T3,MT3,ok,True,True,T3,1.00,99
MT3_019188,T3,MT3,ok,False,False,,0.00,54
MT3_019189,T3,MT3,ok,True,True,T3,1.00,63
MT3_019190,T3,MT3,ok,True,True,T3,0.88,51727
MT3_019191,T3,MT3,ok,False,False,,0.00,48044
MT3_019192,T3,MT3,ok,True,True,T3,0.88,50281
MT3_019193,T3,MT3,ok,True,True,T3,0.80,46242
MT3_019194,T3,MT3,ok,True,True,T3,0.88,51181
MT3_019195,T3,MT3,ok,False,False,,0.00,462
MT3_019196,T3,MT3,ok,False,False,,0.00,45155
MT3_019197,T3,MT3,ok,True,True,T1;T3,1.00,8205
MT3_019198,T3,MT3,ok,True,True,T3,0.83,48621
MT3_019199,T3,MT3,ok,True,True,T3,0.82,49917
MT3_019200,T3,MT3,ok,False,False,,0.00,50012
MT3_019201,T3,MT3,ok,True,True,T3,0.86,49977
MT3_019202,T3,MT3,ok,False,False,T2,0.12,835
MT3_019203,T3,MT3,ok,True,True,T3,0.88,49097
MT3_019204,T3,MT3,ok,False,False,,0.00,47172
MT3_019205,T3,MT3,ok,True,True,T1;T2;T3,1.00,350
MT3_019206,T3,MT3,ok,False,False,,0.00,52104
MT3_019207,T3,MT3,ok,True,True,T3,0.88,47364
MT3_019208,T3,MT3,ok,True,True,T3,1.00,51911
MT3_019209,T3,MT3,ok,True,True,T3,0.88,47847
MT3_019210,T3,MT3,ok,True,True,T3,0.83,52256
MT3_019211,T3,MT3,ok,False,False,T1;T2,0.12,397
MT3_019212,T3,MT3,ok,True,True,T3,0.87,45973
MT3_019213,T3,MT3,ok,False,False,,0.00,52440
MT3_019214,T3,MT3,ok,True,True,T3,0.83,49025
MT3_019215,T3,MT3,ok,True,True,T3,0.88,47865
MT3_019216,T3,MT3,ok,True,True,T3,0.88,50902
MT3_019217,T3,MT3,ok,False,False,T1;T2,0.26,552
MT3_019218,T3,MT3,ok,False,False,T1;T2,0.25,506
MT3_019219,T3,MT3,ok,False,False,T1;T2,0.26,431
MT3_019220,T3,MT3,ok,False,False,T1;T2,0.26,314
MT3_019221,T3,MT3,ok,False,False,T1;T2,0.26,408
MT3_019222,T3,MT3,ok,False,False,T1;T2,0.26,546
MT3_019223,T3,MT3,ok,False,False,T1;T2,0.26,695
MT3_019224,T3,MT3,ok,False,False,T1;T2,0.26,783
MT3_019225,T3,MT3,ok,False,False,T1;T2,0.26,440
MT3_019226,T3,MT3,ok,False,False,T2,0.15,1466
MT3_019227,T3,MT3,ok,False,False,T2,0.19,922
MT3_019228,T3,MT3,ok,False,False,T2,0.07,839
MT3_019229,T3,MT3,ok,False,False,T2,0.06,1414
MT3_019230,T3,MT3,ok,False,False,T2,0.15,1065
MT3_019231,T3,MT3,ok,False,False,T2,0.19,1182
MT3_019232,T3,MT3,ok,False,False,T2,0.13,1139
MT3_019233,T3,MT3,ok,False,False,,0.00,50148
MT3_019234,T3,MT3,ok,True,True,T3,0.85,52172
MT3_019235,T3,MT3,ok,True,True,T3,0.82,48420
MT3_019236,T3,MT3,ok,True,True,T1;T2;T3,1.00,244
MT3_019237,T3,MT3,ok,True,True,T3,1.00,51984
MT3_019238,T3,MT3,ok,False,False,T1;T2,0.23,498
MT3_019239,T3,MT3,ok,True,True,T3,0.86,49128
MT3_019240,T3,MT3,ok,True,True,T3,0.86,51939
MT3_019241,T3,MT3,ok,False,False,T2,0.15,505
MT3_019242,T3,MT3,ok,True,True,T3,0.88,52726
MT3_019243,T3,MT3,ok,True,True,T3,0.88,48815
MT3_019244,T3,MT3,ok,True,True,T3,1.00,44882
MT3_019245,T3,MT3,ok,False,False,T1;T2,0.11,517
MT3_019246,T3,MT3,ok,True,True,T3,0.88,48848
MT3_019247,T3,MT3,ok,False,False,,0.00,49029
MT3_019248,T3,MT3,ok,True,True,T3,0.85,52120
MT3_019249,T3,MT3,ok,True,True,T3,1.00,401
MT3_019250,T3,MT3,ok,False,False,T2,0.32,726
MT3_019251,T3,MT3,ok,True,True,T3,1.00,51147
MT3_019252,T3,MT3,ok,True,True,T3,0.88,45280
MT3_019253,T3,MT3,ok,False,False,T2,0.15,550
MT3_019254,T3,MT3,ok,True,True,T3,0.85,48330
MT3_019255,T3,MT3,ok,True,True,T3,0.88,50808
MT3_019256,T3,MT3,ok,True,True,T3,0.80,49850
MT3_019257,T3,MT3,ok,True,True,T3,1.00,49341
MT3_019258,T3,MT3,ok,True,True,T3,0.83,50995
MT3_019259,T3,MT3,ok,True,True,T3,0.87,51327
MT3_019260,T3,MT3,ok,False,False,T2,0.13,317
MT3_019261,T3,MT3,ok,False,False,,0.00,49347
MT3_019262,T3,MT3,ok,False,False,T2,0.13,424
MT3_019263,T3,MT3,ok,False,False,T2,0.13,591
MT3_019264,T3,MT3,ok,False,False,T2;T3,0.40,441
MT3_019265,T3,MT3,ok,True,True,T3,0.83,48546
MT3_019266,T3,MT3,ok,True,True,T2;T3,1.00,537
MT3_019267,T3,MT3,ok,False,False,T2,0.13,805
MT3_019268,T3,MT3,ok,True,True,T3,0.87,41185
MT3_019269,T3,MT3,ok,False,False,,0.00,48106
MT3_019270,T3,MT3,ok,True,True,T3,0.83,50245
MT3_019271,T3,MT3,ok,True,True,T3,0.83,51085
MT3_019272,T3,MT3,ok,False,False,,0.00,48036
MT3_019273,T3,MT3,ok,True,True,T3,0.80,47927
MT3_019274,T3,MT3,ok,True,True,T3,0.85,49255
MT3_019275,T3,MT3,ok,True,True,T3,0.83,50051
MT3_019276,T3,MT3,ok,True,True,T2;T3,1.00,282
MT3_019277,T3,MT3,ok,False,False,T2,0.13,345
MT3_019278,T3,MT3,ok,True,True,T3,0.83,50514
MT3_019279,T3,MT3,ok,False,False,T2,0.13,432
MT3_019280,T3,MT3,ok,False,False,T2,0.13,342
MT3_019281,T3,MT3,ok,True,True,T3,0.83,49009
MT3_019282,T3,MT3,ok,False,False,T2,0.12,503
MT3_019283,T3,MT3,ok,False,False,T2,0.12,418
MT3_019284,T3,MT3,ok,False,False,T1,0.17,219
MT3_019285,T3,MT3,ok,True,True,T3,0.82,52272
MT3_019286,T3,MT3,ok,True,True,T3,1.00,50735
MT3_019287,T3,MT3,ok,True,True,T3,1.00,344
MT3_019288,T3,MT3,ok,True,True,T3,1.00,49837
MT3_019289,T3,MT3,ok,True,True,T3,0.80,50560
MT3_019290,T3,MT3,ok,True,True,T3,1.00,647
MT3_019291,T3,MT3,ok,False,False,,0.00,50856
MT3_019292,T3,MT3,ok,True,True,T2;T3,1.00,192
MT3_019293,T3,MT3,ok,True,True,T3,1.00,51045
MT3_019294,T3,MT3,ok,True,True,T3,1.00,51728
MT3_019295,T3,MT3,ok,False,False,,0.00,50649
MT3_019296,T3,MT3,ok,True,True,T3,0.83,50999
MT3_019297,T3,MT3,ok,True,True,T3,0.80,49838
MT3_019298,T3,MT3,ok,False,False,,0.00,49292
MT3_019299,T3,MT3,ok,True,True,T3,0.83,52314
MT3_019300,T3,MT3,ok,True,True,T3,0.83,43466
MT3_019301,T3,MT3,ok,False,False,,0.00,51296
MT3_019302,T3,MT3,ok,True,True,T3,1.00,52224
MT3_019303,T3,MT3,ok,True,True,T3,0.83,51188
MT3_019304,T3,MT3,ok,False,False,,0.00,49037
MT3_019305,T3,MT3,ok,True,True,T3,0.80,49128
MT3_019306,T3,MT3,ok,True,True,T3,1.00,50174
MT3_019307,T3,MT3,ok,True,True,T3,1.00,53839
MT3_019308,T3,MT3,ok,True,True,T3,1.00,43586
MT3_019309,T3,MT3,ok,True,True,T1;T3,1.00,368
MT3_019310,T3,MT3,ok,False,False,,0.00,51703
MT3_019311,T3,MT3,ok,False,False,T2,0.14,298
MT3_019312,T3,MT3,ok,True,True,T3,0.87,50422
MT3_019313,T3,MT3,ok,False,False,,0.00,50313
MT3_019314,T3,MT3,ok,False,False,,0.00,49449
MT3_019315,T3,MT3,ok,True,True,T3,0.83,50918
MT3_019316,T3,MT3,ok,False,False,T1;T2,0.13,259
MT3_019317,T3,MT3,ok,False,False,,0.00,48459
MT3_019318,T3,MT3,ok,True,True,T3,0.85,50918
MT3_019319,T3,MT3,ok,False,False,T2,0.36,283
MT3_019320,T3,MT3,ok,False,False,T2,0.17,353
MT3_019321,T3,MT3,ok,False,False,,0.00,451
MT3_019322,T3,MT3,ok,False,False,,0.00,365
MT3_019323,T3,MT3,ok,False,False,,0.00,535
MT3_019324,T3,MT3,ok,False,False,T2,0.33,253
MT3_019325,T3,MT3,ok,True,True,T1;T3,0.95,487
MT3_019326,T3,MT3,ok,True,True,T3,1.00,326
MT3_019327,T3,MT3,ok,False,False,T2;T3,0.60,407
MT3_019328,T3,MT3,ok,True,True,T3,1.00,383
MT3_019329,T3,MT3,ok,False,False,T2,0.35,402
MT3_019330,T3,MT3,ok,True,True,T3,1.00,394
MT3_019331,T3,MT3,ok,False,False,T1;T2,0.15,428
MT3_019332,T3,MT3,ok,True,True,T3,1.00,304
MT3_019333,T3,MT3,ok,True,True,T3,1.00,362
MT3_019334,T3,MT3,ok,False,False,T2,0.11,565
MT3_019335,T3,MT3,ok,False,False,T2,0.12,399
MT3_019336,T3,MT3,ok,True,True,T3,1.00,443
MT3_019337,T3,MT3,ok,False,False,T1;T2,0.19,358
MT3_019338,T3,MT3,ok,False,False,T2,0.08,458
MT3_019339,T3,MT3,ok,False,False,T2,0.17,627
MT3_019340,T3,MT3,ok,False,False,T2,0.30,225
MT3_019341,T3,MT3,ok,False,False,T2;T3,0.60,392
MT3_019342,T3,MT3,ok,True,True,T3,1.00,380
MT3_019343,T3,MT3,ok,True,True,T3,1.00,362
MT3_019344,T3,MT3,ok,False,False,,0.00,333
MT3_019345,T3,MT3,ok,True,True,T2;T3,1.00,497
MT3_019346,T3,MT3,ok,False,False,T2,0.12,318
MT3_019347,T3,MT3,ok,False,False,T2,0.27,493
MT3_019348,T3,MT3,ok,True,True,T1;T3,1.00,354
MT3_019349,T3,MT3,ok,False,False,T2,0.23,675
MT3_019350,T3,MT3,ok,True,True,T3,1.00,666
MT3_019351,T3,MT3,ok,True,True,T3,1.00,624
MT3_019352,T3,MT3,ok,True,True,T3,1.00,348
MT3_019353,T3,MT3,ok,False,False,T2,0.08,531
MT3_019354,T3,MT3,ok,False,False,T2,0.29,460
MT3_019355,T3,MT3,ok,False,False,T2,0.38,534
MT3_019356,T3,MT3,ok,True,True,T3,1.00,505
MT3_019357,T3,MT3,ok,False,False,,0.00,327
MT3_019358,T3,MT3,ok,False,False,,0.00,373
MT3_019359,T3,MT3,ok,False,False,T2,0.12,351
MT3_019360,T3,MT3,ok,False,False,T2,0.32,465
MT3_019361,T3,MT3,ok,True,True,T3,1.00,325
MT3_019362,T3,MT3,ok,False,False,T2,0.25,383
MT3_019363,T3,MT3,ok,True,True,T1;T3,1.00,736
MT3_019364,T3,MT3,ok,True,True,T1;T3,1.00,251
MT3_019365,T3,MT3,ok,True,True,T3,0.85,53092
MT3_019366,T3,MT3,ok,False,False,T2,0.08,443
MT3_019367,T3,MT3,ok,False,False,T2,0.15,588
MT3_019368,T3,MT3,ok,False,False,T2,0.15,472
MT3_019369,T3,MT3,ok,False,False,T3,0.69,49513
MT3_019370,T3,MT3,ok,True,True,T3,0.81,48069
MT3_019371,T3,MT3,ok,True,True,T3,1.00,918
MT3_019372,T3,MT3,ok,False,False,T2,0.15,419
MT3_019373,T3,MT3,ok,False,False,T2,0.15,493
MT3_019374,T3,MT3,ok,False,False,T1;T2,0.09,679
MT3_019375,T3,MT3,ok,False,False,T2,0.08,495
MT3_019376,T3,MT3,ok,False,False,T2,0.15,843
MT3_019377,T3,MT3,ok,False,False,T2,0.08,987
MT3_019378,T3,MT3,ok,False,False,T2,0.15,596
MT3_019379,T3,MT3,ok,False,False,,0.00,50725
MT3_019380,T3,MT3,ok,False,False,T2,0.07,366
MT3_019381,T3,MT3,ok,False,False,T2,0.15,514
MT3_019382,T3,MT3,ok,False,False,T2,0.15,812
MT3_019383,T3,MT3,ok,False,False,T2,0.15,721
MT3_019384,T3,MT3,ok,False,False,T2,0.15,638
MT3_019385,T3,MT3,ok,False,False,T2,0.15,517
MT3_019386,T3,MT3,ok,False,False,T2,0.15,510
MT3_019387,T3,MT3,ok,False,False,,0.00,49542
MT3_019388,T3,MT3,ok,False,False,T2,0.15,392
MT3_019389,T3,MT3,ok,False,False,T2,0.15,562
MT3_019390,T3,MT3,ok,False,False,T1;T2,0.15,576
MT3_019391,T3,MT3,ok,False,False,T2,0.15,954
MT3_019392,T3,MT3,ok,False,False,T2,0.15,550
MT3_019393,T3,MT3,ok,False,False,T2,0.08,740
MT3_019394,T3,MT3,ok,False,False,T2,0.15,887
MT3_019395,T3,MT3,ok,False,False,T2,0.15,870
MT3_019396,T3,MT3,ok,False,False,T2,0.15,421
MT3_019397,T3,MT3,ok,False,False,T2,0.12,646
MT3_019398,T3,MT3,ok,False,False,T2,0.15,721
MT3_019399,T3,MT3,ok,False,False,T2,0.15,575
MT3_019400,T3,MT3,ok,False,False,,0.00,50339
MT3_019401,T3,MT3,ok,False,False,T2,0.15,800
MT3_019402,T3,MT3,ok,False,False,T2,0.15,743
MT3_019403,T3,MT3,ok,False,False,T2,0.15,541
MT3_019404,T3,MT3,ok,False,False,,0.00,41761
MT3_019405,T3,MT3,ok,False,False,T2,0.15,605
MT3_019406,T3,MT3,ok,True,True,T3,1.00,792
MT3_019407,T3,MT3,ok,False,False,T2,0.15,752
MT3_019408,T3,MT3,ok,True,True,T3,0.80,50459
MT3_019409,T3,MT3,ok,False,False,T2,0.15,556
MT3_019410,T3,MT3,ok,False,False,T2,0.15,811
MT3_019411,T3,MT3,ok,False,False,T1;T2,0.09,640
MT3_019412,T3,MT3,ok,False,False,T2,0.19,420
MT3_019413,T3,MT3,ok,False,False,T2,0.15,714
MT3_019414,T3,MT3,ok,False,False,T2,0.08,834
MT3_019415,T3,MT3,ok,False,False,T2,0.07,546
MT3_019416,T3,MT3,ok,True,True,T3,0.84,54333
MT3_019417,T3,MT3,ok,False,False,T2,0.09,995
MT3_019418,T3,MT3,ok,False,False,T2,0.07,896
MT3_019419,T3,MT3,ok,False,False,T2,0.07,717
MT3_019420,T3,MT3,ok,False,False,T2,0.07,720
MT3_019421,T3,MT3,ok,True,True,T3,0.76,52678
MT3_019422,T3,MT3,ok,False,False,T2,0.11,735
MT3_019423,T3,MT3,ok,False,False,,0.00,52055
MT3_019424,T3,MT3,ok,False,False,T2,0.09,1031
MT3_019425,T3,MT3,ok,True,True,T2;T3,1.00,895
MT3_019426,T3,MT3,ok,False,False,T2,0.07,814
MT3_019427,T3,MT3,ok,False,False,T2,0.06,704
MT3_019428,T3,MT3,ok,True,True,T3,1.00,237
MT3_019429,T3,MT3,ok,True,True,T3,1.00,51372
MT3_019430,T3,MT3,ok,True,True,T3,1.00,46622
MT3_019431,T3,MT3,ok,True,True,T3,1.00,50533
MT3_019432,T3,MT3,ok,True,True,T3,1.00,50985
MT3_019433,T3,MT3,ok,False,False,T2,0.22,740
MT3_019434,T3,MT3,ok,False,False,T2,0.37,633
MT3_019435,T3,MT3,ok,False,False,T2,0.11,911
MT3_019436,T3,MT3,ok,False,False,,0.00,581
MT3_019437,T3,MT3,ok,False,False,,0.00,685
MT3_019438,T3,MT3,ok,True,True,T3,1.00,324
MT3_019439,T3,MT3,ok,True,True,T3,1.00,48128
MT3_019440,T3,MT3,ok,True,True,T3,1.00,50711
MT3_019441,T3,MT3,ok,True,True,T3,0.80,48593
MT3_019442,T3,MT3,ok,False,False,T3,0.53,52092
MT3_019443,T3,MT3,ok,False,False,T2,0.14,360
MT3_019444,T3,MT3,ok,True,True,T3,1.00,43808
MT3_019445,T3,MT3,ok,True,True,T3,1.00,49344
MT3_019446,T3,MT3,ok,False,False,T2;T3,0.54,368
MT3_019447,T3,MT3,ok,True,True,T3,1.00,631
MT3_019448,T3,MT3,ok,True,True,T3,1.00,51506
MT3_019449,T3,MT3,ok,True,True,T3,1.00,46979
MT3_019450,T3,MT3,ok,True,True,T3,1.00,50381
MT3_019451,T3,MT3,ok,False,False,,0.00,51050
MT3_019452,T3,MT3,ok,True,True,T3,0.82,47053
MT3_019453,T3,MT3,ok,True,True,T3,1.00,49366
MT3_019454,T3,MT3,ok,True,True,T2;T3,1.00,218
MT3_019455,T3,MT3,ok,False,False,T3,0.53,45451
MT3_019456,T3,MT3,ok,True,True,T2;T3,1.00,562
MT3_019457,T3,MT3,ok,False,False,T2,0.17,642
MT3_019458,T3,MT3,ok,False,False,T3,0.53,52755
MT3_019459,T3,MT3,ok,True,True,T3,1.00,584
MT3_019460,T3,MT3,ok,True,True,T3,1.00,185
MT3_019461,T3,MT3,ok,True,True,T3,1.00,245
MT3_019462,T3,MT3,ok,True,True,T3,1.00,217
MT3_019463,T3,MT3,ok,True,True,T3,1.00,299
MT3_019464,T3,MT3,ok,True,True,T3,1.00,286
MT3_019465,T3,MT3,ok,True,True,T3,1.00,337
MT3_019466,T3,MT3,ok,True,True,T3,1.00,434
MT3_019467,T3,MT3,ok,True,True,T3,1.00,400
MT3_019468,T3,MT3,ok,True,True,T3,1.00,250
MT3_019469,T3,MT3,ok,True,True,T3,1.00,290
MT3_019470,T3,MT3,ok,True,True,T3,1.00,203
MT3_019471,T3,MT3,ok,True,True,T3,1.00,300
MT3_019472,T3,MT3,ok,True,True,T3,1.00,230
MT3_019473,T3,MT3,ok,True,True,T3,1.00,283
MT3_019474,T3,MT3,ok,True,True,T3,1.00,240
MT3_019475,T3,MT3,ok,True,True,T3,1.00,275
MT3_019476,T3,MT3,ok,True,True,T3,1.00,157
MT3_019477,T3,MT3,ok,True,True,T3,1.00,1031
MT3_019478,T3,MT3,ok,True,True,T2;T3,1.00,503
MT3_019479,T3,MT3,ok,False,False,T2,0.13,414
MT3_019480,T3,MT3,ok,False,False,T2,0.12,352
MT3_019481,T3,MT3,ok,False,False,T2,0.13,391
MT3_019482,T3,MT3,ok,False,False,,0.00,327
MT3_019483,T3,MT3,ok,False,False,T2,0.12,440
MT3_019484,T3,MT3,ok,False,False,T2,0.13,249
MT3_019485,T3,MT3,ok,True,True,T2;T3,1.00,346
MT3_019486,T3,MT3,ok,False,False,T2,0.06,598
MT3_019487,T3,MT3,ok,False,False,T2,0.14,855
MT3_019488,T3,MT3,ok,False,False,T2,0.06,874
MT3_019489,T3,MT3,ok,False,False,T2,0.07,723
MT3_019490,T3,MT3,ok,False,False,T2,0.14,561
MT3_019491,T3,MT3,ok,False,False,T1;T3,0.64,1201
MT3_019492,T3,MT3,ok,False,False,T2,0.39,563
MT3_019493,T3,MT3,ok,True,True,T2;T3,1.00,806
MT3_019494,T3,MT3,ok,False,False,T2,0.35,601
MT3_019495,T3,MT3,ok,False,False,T2,0.07,818
MT3_019496,T3,MT3,ok,False,False,T2,0.07,788
MT3_019497,T3,MT3,ok,False,False,T2,0.06,896
MT3_019498,T3,MT3,ok,False,False,T2,0.06,887
