pair_id,expected_type,band,functionality_id,sim_both,bcb_f1,bcb_f2
MT3_007661,T3,MT3,4,0.533333333333333,9871231,16410666
MT3_007662,T3,MT3,4,0.533333333333333,9871231,23494305
MT3_007663,T3,MT3,4,0.6,9871231,10826994
MT3_007664,T3,MT3,4,0.5625,7380658,9871231
MT3_007665,T3,MT3,4,0.5,9871231,14432775
MT3_007666,T3,MT3,4,0.5,6805931,9871231
MT3_007667,T3,MT3,4,0.666666666666667,9525318,9871231
MT3_007668,T3,MT3,4,0.5,9871231,14408302
MT3_007669,T3,MT3,4,0.533333333333333,9871231,15924093
MT3_007670,T3,MT3,4,0.533333333333333,9871231,18974466
MT3_007671,T3,MT3,4,0.533333333333333,3282600,9871231
MT3_007672,T3,MT3,4,0.6,9871231,21425787
MT3_007673,T3,MT3,4,0.533333333333333,9871231,20036910
MT3_007674,T3,MT3,4,0.533333333333333,9871231,23574216
MT3_007675,T3,MT3,4,0.533333333333333,9871231,10415388
MT3_007676,T3,MT3,4,0.533333333333333,9871231,10671994
MT3_007677,T3,MT3,4,0.666666666666667,6226270,9871231
MT3_007678,T3,MT3,4,0.533333333333333,1015744,9871231
MT3_007679,T3,MT3,4,0.533333333333333,8843442,9871231
MT3_007680,T3,MT3,4,0.6,3838437,9871231
MT3_007681,T3,MT3,4,0.555555555555556,9871231,17981986
MT3_007682,T3,MT3,4,0.56,8300620,12524506
MT3_007683,T3,MT3,4,0.689655172413793,7309170,8300620
MT3_007684,T3,MT3,4,0.52,8300620,16016623
MT3_007685,T3,MT3,4,0.5,8300620,21907869
MT3_007686,T3,MT3,4,0.56,8300620,14896033
MT3_007687,T3,MT3,4,0.518518518518519,8300620,13924908
MT3_007688,T3,MT3,4,0.5,8300620,17079357
MT3_007689,T3,MT3,4,0.535714285714286,8300620,13339653
MT3_007690,T3,MT3,4,0.655172413793103,8300620,10348730
MT3_007691,T3,MT3,4,0.642857142857143,5467907,8300620
MT3_007692,T3,MT3,4,0.540540540540541,1955681,8300620
MT3_007693,T3,MT3,4,0.576923076923077,228212,8300620
MT3_007694,T3,MT3,4,0.5,2857623,8300620
MT3_007695,T3,MT3,4,0.518518518518519,8300620,20428223
MT3_007696,T3,MT3,4,0.52,7187035,8300620
MT3_007697,T3,MT3,4,0.558823529411765,3660402,8300620
MT3_007698,T3,MT3,4,0.522522522522523,8300620,22261730
MT3_007699,T3,MT3,4,0.68,8300620,13521323
MT3_007700,T3,MT3,4,0.56,8300620,20692111
MT3_007701,T3,MT3,4,0.508771929824561,8300620,22177057
MT3_007702,T3,MT3,4,0.6,8300620,17439818
MT3_007703,T3,MT3,4,0.655172413793103,5237257,8300620
MT3_007704,T3,MT3,4,0.5,5842117,8300620
MT3_007705,T3,MT3,4,0.52,8300620,19926877
MT3_007706,T3,MT3,4,0.518518518518519,8300620,14974844
MT3_007707,T3,MT3,4,0.52,8300620,11517213
MT3_007708,T3,MT3,4,0.52,8300620,11952735
MT3_007709,T3,MT3,4,0.555555555555556,1799460,8300620
MT3_007710,T3,MT3,4,0.5,8300620,18153746
MT3_007711,T3,MT3,4,0.5,8300620,14770723
MT3_007712,T3,MT3,4,0.516431924882629,8300620,17296395
MT3_007713,T3,MT3,4,0.56,8300620,14624031
MT3_007714,T3,MT3,4,0.592592592592593,8300620,10385815
MT3_007715,T3,MT3,4,0.6,8300620,20691789
MT3_007716,T3,MT3,4,0.642857142857143,8300620,13616724
MT3_007717,T3,MT3,4,0.518518518518519,8300620,18935118
MT3_007718,T3,MT3,4,0.56,8300620,19134229
MT3_007719,T3,MT3,4,0.518518518518519,8300620,17208661
MT3_007720,T3,MT3,4,0.56,8300620,20019830
MT3_007721,T3,MT3,4,0.52,8300620,8437742
MT3_007722,T3,MT3,4,0.653846153846154,8300620,17573230
MT3_007723,T3,MT3,4,0.620689655172414,8300620,11566433
MT3_007724,T3,MT3,4,0.645161290322581,8300620,16545678
MT3_007725,T3,MT3,4,0.6,8300620,14164924
MT3_007726,T3,MT3,4,0.642857142857143,5035872,8300620
MT3_007727,T3,MT3,4,0.56,2687277,8300620
MT3_007728,T3,MT3,4,0.571428571428571,8300620,8546232
MT3_007729,T3,MT3,4,0.5,8300620,9195362
MT3_007730,T3,MT3,4,0.562841530054645,8300620,18178530
MT3_007731,T3,MT3,4,0.52,8300620,12971450
MT3_007732,T3,MT3,4,0.535714285714286,8300620,12682066
MT3_007733,T3,MT3,4,0.518518518518519,8300620,12973146
MT3_007734,T3,MT3,4,0.558823529411765,8300620,18349315
MT3_007735,T3,MT3,4,0.5,8300620,13915960
MT3_007736,T3,MT3,4,0.558823529411765,8300620,22608103
MT3_007737,T3,MT3,4,0.56,2687278,8300620
MT3_007738,T3,MT3,4,0.516129032258065,5138456,8300620
MT3_007739,T3,MT3,4,0.5,8300620,18489832
MT3_007740,T3,MT3,4,0.576923076923077,8300620,10478671
MT3_007741,T3,MT3,4,0.56,8300620,12229175
MT3_007742,T3,MT3,4,0.576923076923077,288695,8300620
MT3_007743,T3,MT3,4,0.56,7678253,8300620
MT3_007744,T3,MT3,4,0.52,8300620,9856200
MT3_007745,T3,MT3,4,0.565217391304348,5299276,8300620
MT3_007746,T3,MT3,4,0.518518518518519,8300620,11358169
MT3_007747,T3,MT3,4,0.52,8300620,19810820
MT3_007748,T3,MT3,4,0.513157894736842,3874060,8300620
MT3_007749,T3,MT3,4,0.631578947368421,2252378,7209394
MT3_007750,T3,MT3,4,0.533333333333333,2252378,6188784
MT3_007751,T3,MT3,4,0.5625,2252378,6865572
MT3_007752,T3,MT3,4,0.642857142857143,2252378,3236017
MT3_007753,T3,MT3,4,0.5,2252378,20741536
MT3_007754,T3,MT3,4,0.666666666666667,2252378,3959503
MT3_007755,T3,MT3,4,0.611111111111111,2252378,8132219
MT3_007756,T3,MT3,4,0.5625,2252378,14808281
MT3_007757,T3,MT3,4,0.631578947368421,2252378,5883596
MT3_007758,T3,MT3,4,0.529411764705882,2252378,13783549
MT3_007759,T3,MT3,4,0.523809523809524,2252378,12270268
MT3_007760,T3,MT3,4,0.5,2252378,17638222
MT3_007761,T3,MT3,4,0.533333333333333,1477578,2252378
MT3_007762,T3,MT3,4,0.5,2252378,16944401
MT3_007763,T3,MT3,4,0.6,2252378,17585720
MT3_007764,T3,MT3,4,0.631578947368421,2252378,5744493
MT3_007765,T3,MT3,4,0.666666666666667,2252378,8980221
MT3_007766,T3,MT3,4,0.533333333333333,2252378,23596949
MT3_007767,T3,MT3,4,0.571428571428571,1706023,2252378
MT3_007768,T3,MT3,4,0.666666666666667,2252378,22410173
MT3_007769,T3,MT3,4,0.642857142857143,2252378,15768167
MT3_007770,T3,MT3,4,0.533333333333333,2252378,9325670
MT3_007771,T3,MT3,4,0.5625,2252378,7380658
MT3_007772,T3,MT3,4,0.533333333333333,2252378,11993046
MT3_007773,T3,MT3,4,0.533333333333333,2252378,2418918
MT3_007774,T3,MT3,4,0.5,2252378,14432775
MT3_007775,T3,MT3,4,0.588235294117647,2252378,17830886
MT3_007776,T3,MT3,4,0.520231213872832,2252378,15168184
MT3_007777,T3,MT3,4,0.533333333333333,2252378,6980854
MT3_007778,T3,MT3,4,0.533333333333333,2252378,23613195
MT3_007779,T3,MT3,4,0.571428571428571,2252378,10565544
MT3_007780,T3,MT3,4,0.5,2252378,16733950
MT3_007781,T3,MT3,4,0.642857142857143,2252378,3584277
MT3_007782,T3,MT3,4,0.5,1015744,2252378
MT3_007783,T3,MT3,4,0.533333333333333,1424647,2252378
MT3_007784,T3,MT3,4,0.529411764705882,2252378,17727663
MT3_007785,T3,MT3,4,0.533333333333333,2252378,14840321
MT3_007786,T3,MT3,4,0.5,6190167,18492101
MT3_007787,T3,MT3,4,0.5,6190168,18492101
MT3_007788,T3,MT3,4,0.5,13361852,23252484
MT3_007789,T3,MT3,4,0.5,13361852,19994918
MT3_007790,T3,MT3,4,0.5,2066343,13361852
MT3_007791,T3,MT3,4,0.5,10601019,13361852
MT3_007792,T3,MT3,4,0.5,13361852,14157859
MT3_007793,T3,MT3,4,0.5,10368839,13361852
MT3_007794,T3,MT3,4,0.538461538461538,13361852,16639229
MT3_007795,T3,MT3,4,0.533333333333333,13361852,22948959
MT3_007796,T3,MT3,4,0.5,13361852,22998999
MT3_007797,T3,MT3,4,0.5,1639107,13361852
MT3_007798,T3,MT3,4,0.5,13361852,16924659
MT3_007799,T3,MT3,4,0.5,775447,13361852
MT3_007800,T3,MT3,4,0.5,10432997,13361852
MT3_007801,T3,MT3,4,0.5,13063241,13361852
MT3_007802,T3,MT3,4,0.5,13361852,18600879
MT3_007803,T3,MT3,4,0.5,13361852,17728719
MT3_007804,T3,MT3,4,0.5,10540679,13361852
MT3_007805,T3,MT3,4,0.5,13361852,17791385
MT3_007806,T3,MT3,4,0.5,3008655,13361852
MT3_007807,T3,MT3,4,0.636363636363636,12980227,13361852
MT3_007808,T3,MT3,4,0.538461538461538,2721037,13361852
MT3_007809,T3,MT3,4,0.533333333333333,4020497,13361852
MT3_007810,T3,MT3,4,0.5,5523389,13361852
MT3_007811,T3,MT3,4,0.5,9592646,13361852
MT3_007812,T3,MT3,4,0.666666666666667,2721034,13361852
MT3_007813,T3,MT3,4,0.5,13361852,17637279
MT3_007814,T3,MT3,4,0.5,12236729,13361852
MT3_007815,T3,MT3,4,0.5,13352120,13361852
MT3_007816,T3,MT3,4,0.5,13361852,18865693
MT3_007817,T3,MT3,4,0.5,1629598,13361852
MT3_007818,T3,MT3,4,0.5,13361852,22769774
MT3_007819,T3,MT3,4,0.5,2538511,13361852
MT3_007820,T3,MT3,4,0.5,13361852,20023016
MT3_007821,T3,MT3,4,0.583333333333333,13290531,13361852
MT3_007822,T3,MT3,4,0.5,9597888,13361852
MT3_007823,T3,MT3,4,0.5,13361852,13834118
MT3_007824,T3,MT3,4,0.5,13361852,14341904
MT3_007825,T3,MT3,4,0.5,10878062,13361852
MT3_007826,T3,MT3,4,0.5,12543783,13361852
MT3_007827,T3,MT3,4,0.5,11825739,19442138
MT3_007828,T3,MT3,4,0.5,11825739,19117993
MT3_007829,T3,MT3,4,0.5,11825739,16944401
MT3_007830,T3,MT3,4,0.545454545454545,11825739,20286589
MT3_007831,T3,MT3,4,0.5,11277510,11825739
MT3_007832,T3,MT3,4,0.538461538461538,11825739,20247400
MT3_007833,T3,MT3,4,0.5,11825739,12247514
MT3_007834,T3,MT3,4,0.5,11825739,15924093
MT3_007835,T3,MT3,4,0.5,1863214,11825739
MT3_007836,T3,MT3,4,0.571428571428571,3672078,7990229
MT3_007837,T3,MT3,4,0.5,2090333,3672078
MT3_007838,T3,MT3,4,0.666666666666667,3672078,13680335
MT3_007839,T3,MT3,4,0.5,3672078,20383360
MT3_007840,T3,MT3,4,0.5,3672078,9880330
MT3_007841,T3,MT3,4,0.5,3672078,9552428
MT3_007842,T3,MT3,4,0.615384615384615,11651293,20789900
MT3_007843,T3,MT3,4,0.511627906976744,2169065,10271560
MT3_007844,T3,MT3,4,0.651162790697674,2169065,3903350
MT3_007845,T3,MT3,4,0.583333333333333,657801,13955716
MT3_007846,T3,MT3,4,0.5,13955716,18648407
MT3_007847,T3,MT3,4,0.583333333333333,13955716,14502142
MT3_007848,T3,MT3,4,0.666666666666667,12524506,13955716
MT3_007849,T3,MT3,4,0.583333333333333,266990,13955716
MT3_007850,T3,MT3,4,0.689655172413793,7309170,13955716
MT3_007851,T3,MT3,4,0.5,13955716,21907869
MT3_007852,T3,MT3,4,0.5,6865572,13955716
MT3_007853,T3,MT3,4,0.5,10658266,13955716
MT3_007854,T3,MT3,4,0.64,13955716,14896033
MT3_007855,T3,MT3,4,0.592592592592593,13924908,13955716
MT3_007856,T3,MT3,4,0.538461538461538,13955716,17079357
MT3_007857,T3,MT3,4,0.583333333333333,13955716,22301096
MT3_007858,T3,MT3,4,0.5,13955716,14808281
MT3_007859,T3,MT3,4,0.583333333333333,8117216,13955716
MT3_007860,T3,MT3,4,0.535714285714286,13339653,13955716
MT3_007861,T3,MT3,4,0.655172413793103,10348730,13955716
MT3_007862,T3,MT3,4,0.540540540540541,1955681,13955716
MT3_007863,T3,MT3,4,0.583333333333333,13289545,13955716
MT3_007864,T3,MT3,4,0.576923076923077,228212,13955716
MT3_007865,T3,MT3,4,0.566666666666667,2857623,13955716
MT3_007866,T3,MT3,4,0.5,13955716,18583832
MT3_007867,T3,MT3,4,0.583333333333333,13955716,19849797
MT3_007868,T3,MT3,4,0.5,7187035,13955716
MT3_007869,T3,MT3,4,0.617647058823529,3660402,13955716
MT3_007870,T3,MT3,4,0.540540540540541,13955716,22261730
MT3_007871,T3,MT3,4,0.5,13111022,13955716
MT3_007872,T3,MT3,4,0.583333333333333,13955716,21177597
MT3_007873,T3,MT3,4,0.541666666666667,13955716,20692111
MT3_007874,T3,MT3,4,0.528301886792453,6305269,13955716
MT3_007875,T3,MT3,4,0.574712643678161,6171420,13955716
MT3_007876,T3,MT3,4,0.583333333333333,7034031,13955716
MT3_007877,T3,MT3,4,0.5,9430039,13955716
MT3_007878,T3,MT3,4,0.539473684210526,13955716,22177057
MT3_007879,T3,MT3,4,0.583333333333333,13955716,22403259
MT3_007880,T3,MT3,4,0.583333333333333,13955716,18536907
MT3_007881,T3,MT3,4,0.5,13955716,22998998
MT3_007882,T3,MT3,4,0.583333333333333,11986970,13955716
MT3_007883,T3,MT3,4,0.655172413793103,5237257,13955716
MT3_007884,T3,MT3,4,0.583333333333333,10067028,13955716
MT3_007885,T3,MT3,4,0.5,5138455,13955716
MT3_007886,T3,MT3,4,0.5,13955716,14711051
MT3_007887,T3,MT3,4,0.5,5842117,13955716
MT3_007888,T3,MT3,4,0.583333333333333,13955716,19926877
MT3_007889,T3,MT3,4,0.592592592592593,13955716,14974844
MT3_007890,T3,MT3,4,0.625,11517213,13955716
MT3_007891,T3,MT3,4,0.583333333333333,4385640,13955716
MT3_007892,T3,MT3,4,0.6,11952735,13955716
MT3_007893,T3,MT3,4,0.525114155251142,13955716,20103762
MT3_007894,T3,MT3,4,0.555555555555556,1799460,13955716
MT3_007895,T3,MT3,4,0.5,13955716,14770723
MT3_007896,T3,MT3,4,0.544600938967136,13955716,17296395
MT3_007897,T3,MT3,4,0.5,13955716,20886787
MT3_007898,T3,MT3,4,0.5,11519124,13955716
MT3_007899,T3,MT3,4,0.5,13955716,17415423
MT3_007900,T3,MT3,4,0.5,7380658,13955716
MT3_007901,T3,MT3,4,0.666666666666667,13955716,14624031
MT3_007902,T3,MT3,4,0.518518518518519,10385815,13955716
MT3_007903,T3,MT3,4,0.642857142857143,13616724,13955716
MT3_007904,T3,MT3,4,0.592592592592593,13955716,18935118
MT3_007905,T3,MT3,4,0.666666666666667,13955716,19134229
MT3_007906,T3,MT3,4,0.5,13955716,20822727
MT3_007907,T3,MT3,4,0.555555555555556,13955716,17208661
MT3_007908,T3,MT3,4,0.5,13955716,20019830
MT3_007909,T3,MT3,4,0.5,13955716,14432775
MT3_007910,T3,MT3,4,0.5,8437742,13955716
MT3_007911,T3,MT3,4,0.620689655172414,11566433,13955716
MT3_007912,T3,MT3,4,0.551724137931034,1126225,13955716
MT3_007913,T3,MT3,4,0.645161290322581,13955716,16545678
MT3_007914,T3,MT3,4,0.583333333333333,13955716,14164924
MT3_007915,T3,MT3,4,0.583333333333333,13955716,23069799
MT3_007916,T3,MT3,4,0.52,2687277,13955716
MT3_007917,T3,MT3,4,0.583333333333333,13955716,14736188
MT3_007918,T3,MT3,4,0.571428571428571,8546232,13955716
MT3_007919,T3,MT3,4,0.576923076923077,9195362,13955716
MT3_007920,T3,MT3,4,0.576923076923077,13955716,18178530
MT3_007921,T3,MT3,4,0.541666666666667,12971450,13955716
MT3_007922,T3,MT3,4,0.583333333333333,13955716,19247466
MT3_007923,T3,MT3,4,0.535714285714286,12682066,13955716
MT3_007924,T3,MT3,4,0.583333333333333,13955716,20725036
MT3_007925,T3,MT3,4,0.583333333333333,13955716,18741084
MT3_007926,T3,MT3,4,0.583333333333333,12328424,13955716
MT3_007927,T3,MT3,4,0.5,8000624,13955716
MT3_007928,T3,MT3,4,0.518518518518519,12973146,13955716
MT3_007929,T3,MT3,4,0.545454545454545,11572565,13955716
MT3_007930,T3,MT3,4,0.558823529411765,13955716,18349315
MT3_007931,T3,MT3,4,0.617647058823529,13955716,22608103
MT3_007932,T3,MT3,4,0.541666666666667,13955716,23666867
MT3_007933,T3,MT3,4,0.52,2687278,13955716
MT3_007934,T3,MT3,4,0.5,11088622,13955716
MT3_007935,T3,MT3,4,0.516129032258065,5138456,13955716
MT3_007936,T3,MT3,4,0.583333333333333,13955716,17097179
MT3_007937,T3,MT3,4,0.576923076923077,10478671,13955716
MT3_007938,T3,MT3,4,0.5,12229175,13955716
MT3_007939,T3,MT3,4,0.541666666666667,7713594,13955716
MT3_007940,T3,MT3,4,0.576923076923077,288695,13955716
MT3_007941,T3,MT3,4,0.583333333333333,5090669,13955716
MT3_007942,T3,MT3,4,0.583333333333333,3419825,13955716
MT3_007943,T3,MT3,4,0.583333333333333,13955716,20085210
MT3_007944,T3,MT3,4,0.583333333333333,10391639,13955716
MT3_007945,T3,MT3,4,0.666666666666667,7678253,13955716
MT3_007946,T3,MT3,4,0.576923076923077,9856200,13955716
MT3_007947,T3,MT3,4,0.571428571428571,5299276,13955716
MT3_007948,T3,MT3,4,0.5,13955716,19060603
MT3_007949,T3,MT3,4,0.583333333333333,13955716,19810820
MT3_007950,T3,MT3,4,0.5,4525216,13955716
MT3_007951,T3,MT3,4,0.525114155251142,12670642,13955716
MT3_007952,T3,MT3,4,0.526315789473684,3874060,13955716
MT3_007953,T3,MT3,4,0.535714285714286,5467907,16351775
MT3_007954,T3,MT3,4,0.518518518518519,228212,16351775
MT3_007955,T3,MT3,4,0.518518518518519,11952735,16351775
MT3_007956,T3,MT3,4,0.555555555555556,1799460,16351775
MT3_007957,T3,MT3,4,0.62962962962963,11519124,16351775
MT3_007958,T3,MT3,4,0.518518518518519,16351775,17573230
MT3_007959,T3,MT3,4,0.535714285714286,5035872,16351775
MT3_007960,T3,MT3,4,0.535714285714286,12682066,16351775
MT3_007961,T3,MT3,4,0.555555555555556,10478671,16351775
MT3_007962,T3,MT3,4,0.518518518518519,288695,16351775
MT3_007963,T3,MT3,4,0.636363636363636,7006052,23252484
MT3_007964,T3,MT3,4,0.555555555555556,2066343,23252484
MT3_007965,T3,MT3,4,0.5,19579830,23252484
MT3_007966,T3,MT3,4,0.6,8403573,23252484
MT3_007967,T3,MT3,4,0.5,16142024,23252484
MT3_007968,T3,MT3,4,0.5,14879478,23252484
MT3_007969,T3,MT3,4,0.555555555555556,2199598,23252484
MT3_007970,T3,MT3,4,0.615384615384615,3667135,23252484
MT3_007971,T3,MT3,4,0.551181102362205,19483244,23252484
MT3_007972,T3,MT3,4,0.555555555555556,21585794,23252484
MT3_007973,T3,MT3,4,0.5,7458833,23252484
MT3_007974,T3,MT3,4,0.533333333333333,616102,23252484
MT3_007975,T3,MT3,4,0.6,3387990,23252484
MT3_007976,T3,MT3,4,0.5,22602225,23252484
MT3_007977,T3,MT3,4,0.6,775447,23252484
MT3_007978,T3,MT3,4,0.555555555555556,9186576,23252484
MT3_007979,T3,MT3,4,0.5,762814,23252484
MT3_007980,T3,MT3,4,0.5,2088568,23252484
MT3_007981,T3,MT3,4,0.503703703703704,5704569,23252484
MT3_007982,T3,MT3,4,0.666666666666667,14132965,23252484
MT3_007983,T3,MT3,4,0.555555555555556,10432997,23252484
MT3_007984,T3,MT3,4,0.533333333333333,23252484,23525479
MT3_007985,T3,MT3,4,0.538461538461538,14783945,23252484
MT3_007986,T3,MT3,4,0.6,10337386,23252484
MT3_007987,T3,MT3,4,0.666666666666667,13063241,23252484
MT3_007988,T3,MT3,4,0.583333333333333,22221713,23252484
MT3_007989,T3,MT3,4,0.666666666666667,18142979,23252484
MT3_007990,T3,MT3,4,0.5,11050195,23252484
MT3_007991,T3,MT3,4,0.666666666666667,17156131,23252484
MT3_007992,T3,MT3,4,0.583333333333333,7495800,23252484
MT3_007993,T3,MT3,4,0.666666666666667,10942052,23252484
MT3_007994,T3,MT3,4,0.545454545454545,6501291,23252484
MT3_007995,T3,MT3,4,0.5,2737487,23252484
MT3_007996,T3,MT3,4,0.555555555555556,17637279,23252484
MT3_007997,T3,MT3,4,0.555555555555556,5400742,23252484
MT3_007998,T3,MT3,4,0.666666666666667,19033605,23252484
MT3_007999,T3,MT3,4,0.666666666666667,1629598,23252484
MT3_008000,T3,MT3,4,0.692307692307692,17477951,23252484
MT3_008001,T3,MT3,4,0.5,8490297,23252484
MT3_008002,T3,MT3,4,0.666666666666667,22769774,23252484
MT3_008003,T3,MT3,4,0.6,20023016,23252484
MT3_008004,T3,MT3,4,0.5,13290531,23252484
MT3_008005,T3,MT3,4,0.555555555555556,9597888,23252484
MT3_008006,T3,MT3,4,0.5,6840241,16850376
MT3_008007,T3,MT3,4,0.583333333333333,16850376,20109527
MT3_008008,T3,MT3,4,0.5,16850376,20006636
MT3_008009,T3,MT3,4,0.5,8292297,16850376
MT3_008010,T3,MT3,4,0.538461538461538,15854397,16850376
MT3_008011,T3,MT3,4,0.666666666666667,16850376,17670291
MT3_008012,T3,MT3,4,0.583333333333333,6597125,16850376
MT3_008013,T3,MT3,4,0.6,11477906,16850376
MT3_008014,T3,MT3,4,0.564102564102564,11103449,16850376
MT3_008015,T3,MT3,4,0.529411764705882,16850376,18809148
MT3_008016,T3,MT3,4,0.583333333333333,16850376,21321505
MT3_008017,T3,MT3,4,0.583333333333333,16012363,16850376
MT3_008018,T3,MT3,4,0.5,4130551,16850376
MT3_008019,T3,MT3,4,0.583333333333333,12440171,16850376
MT3_008020,T3,MT3,4,0.615384615384615,16850376,22207784
MT3_008021,T3,MT3,4,0.538461538461538,14311145,16850376
MT3_008022,T3,MT3,4,0.5,15768167,16850376
MT3_008023,T3,MT3,4,0.5,3958807,16850376
MT3_008024,T3,MT3,4,0.514705882352941,16850376,21044594
MT3_008025,T3,MT3,4,0.666666666666667,11792098,16850376
MT3_008026,T3,MT3,4,0.666666666666667,10041453,16850376
MT3_008027,T3,MT3,4,0.615384615384615,15854368,16850376
MT3_008028,T3,MT3,4,0.6,16850376,18731843
MT3_008029,T3,MT3,4,0.583333333333333,10565544,16850376
MT3_008030,T3,MT3,4,0.615384615384615,4889271,16850376
MT3_008031,T3,MT3,4,0.5,588571,16850376
MT3_008032,T3,MT3,4,0.5,16850376,18845280
MT3_008033,T3,MT3,4,0.666666666666667,9481276,16850376
MT3_008034,T3,MT3,4,0.5625,16850376,22066329
MT3_008035,T3,MT3,4,0.5,12859344,16850376
MT3_008036,T3,MT3,4,0.666666666666667,1214975,16850376
MT3_008037,T3,MT3,4,0.5,16850376,23620425
MT3_008038,T3,MT3,4,0.615384615384615,13292295,16850376
MT3_008039,T3,MT3,4,0.5,12440169,16850376
MT3_008040,T3,MT3,4,0.5,16850376,23247734
MT3_008041,T3,MT3,4,0.615384615384615,10524166,16850376
MT3_008042,T3,MT3,4,0.529411764705882,16850376,23370620
MT3_008043,T3,MT3,4,0.642857142857143,2963526,16850376
MT3_008044,T3,MT3,4,0.5,7169018,16850376
MT3_008045,T3,MT3,4,0.656441717791411,16851953,16851956
MT3_008046,T3,MT3,4,0.5,550697,19994918
MT3_008047,T3,MT3,4,0.5,2066343,19994918
MT3_008048,T3,MT3,4,0.636363636363636,18310878,19994918
MT3_008049,T3,MT3,4,0.5,337322,19994918
MT3_008050,T3,MT3,4,0.5,8403573,19994918
MT3_008051,T3,MT3,4,0.636363636363636,1624010,19994918
MT3_008052,T3,MT3,4,0.5,16142024,19994918
MT3_008053,T3,MT3,4,0.636363636363636,19994918,20372195
MT3_008054,T3,MT3,4,0.5,14879478,19994918
MT3_008055,T3,MT3,4,0.571428571428571,2168322,19994918
MT3_008056,T3,MT3,4,0.5,10353862,19994918
MT3_008057,T3,MT3,4,0.538461538461538,3667135,19994918
MT3_008058,T3,MT3,4,0.6,597799,19994918
MT3_008059,T3,MT3,4,0.636363636363636,3325456,19994918
MT3_008060,T3,MT3,4,0.6,74,19994918
MT3_008061,T3,MT3,4,0.5,19565153,19994918
MT3_008062,T3,MT3,4,0.6,3387990,19994918
MT3_008063,T3,MT3,4,0.583333333333333,19994918,22602225
MT3_008064,T3,MT3,4,0.5,762814,19994918
MT3_008065,T3,MT3,4,0.571428571428571,5704569,19994918
MT3_008066,T3,MT3,4,0.5,14132965,19994918
MT3_008067,T3,MT3,4,0.5,10432997,19994918
MT3_008068,T3,MT3,4,0.692307692307692,14783945,19994918
MT3_008069,T3,MT3,4,0.5,539195,19994918
MT3_008070,T3,MT3,4,0.636363636363636,8489742,19994918
MT3_008071,T3,MT3,4,0.5,13063241,19994918
MT3_008072,T3,MT3,4,0.636363636363636,18748516,19994918
MT3_008073,T3,MT3,4,0.545454545454545,10089329,19994918
MT3_008074,T3,MT3,4,0.583333333333333,18142979,19994918
MT3_008075,T3,MT3,4,0.5,982287,19994918
MT3_008076,T3,MT3,4,0.583333333333333,17156131,19994918
MT3_008077,T3,MT3,4,0.6,6778337,19994918
MT3_008078,T3,MT3,4,0.615384615384615,8747840,19994918
MT3_008079,T3,MT3,4,0.5,19710610,19994918
MT3_008080,T3,MT3,4,0.5,7495800,19994918
MT3_008081,T3,MT3,4,0.538461538461538,19994918,20784790
MT3_008082,T3,MT3,4,0.5,317855,19994918
MT3_008083,T3,MT3,4,0.666666666666667,10942052,19994918
MT3_008084,T3,MT3,4,0.636363636363636,6291471,19994918
MT3_008085,T3,MT3,4,0.6,789253,19994918
MT3_008086,T3,MT3,4,0.636363636363636,2107034,19994918
MT3_008087,T3,MT3,4,0.5,2737487,19994918
MT3_008088,T3,MT3,4,0.5,17637279,19994918
MT3_008089,T3,MT3,4,0.6,5400742,19994918
MT3_008090,T3,MT3,4,0.5,19033605,19994918
MT3_008091,T3,MT3,4,0.5,1629598,19994918
MT3_008092,T3,MT3,4,0.538461538461538,17477951,19994918
MT3_008093,T3,MT3,4,0.5,744014,19994918
MT3_008094,T3,MT3,4,0.5,8490297,19994918
MT3_008095,T3,MT3,4,0.5,19994918,22769774
MT3_008096,T3,MT3,4,0.5,616260,19994918
MT3_008097,T3,MT3,4,0.5,11403723,19994918
MT3_008098,T3,MT3,4,0.5,9597888,19994918
MT3_008099,T3,MT3,4,0.538461538461538,18681935,19994918
MT3_008100,T3,MT3,4,0.538461538461538,19994918,23452437
MT3_008101,T3,MT3,4,0.583333333333333,657801,13351384
MT3_008102,T3,MT3,4,0.5,657801,10673772
MT3_008103,T3,MT3,4,0.583333333333333,657801,2069219
MT3_008104,T3,MT3,4,0.5,657801,6865572
MT3_008105,T3,MT3,4,0.5,657801,20741536
MT3_008106,T3,MT3,4,0.555555555555556,657801,13924908
MT3_008107,T3,MT3,4,0.5,657801,14808281
MT3_008108,T3,MT3,4,0.523809523809524,657801,9510815
MT3_008109,T3,MT3,4,0.5,657801,4579205
MT3_008110,T3,MT3,4,0.5,657801,3660402
MT3_008111,T3,MT3,4,0.608695652173913,657801,13521323
MT3_008112,T3,MT3,4,0.55,657801,4260650
MT3_008113,T3,MT3,4,0.695402298850575,657801,6171420
MT3_008114,T3,MT3,4,0.538461538461538,657801,14284540
MT3_008115,T3,MT3,4,0.636363636363636,657801,17439818
MT3_008116,T3,MT3,4,0.5,657801,21369761
MT3_008117,T3,MT3,4,0.5,657801,14711051
MT3_008118,T3,MT3,4,0.5,657801,15376881
MT3_008119,T3,MT3,4,0.545454545454545,657801,14974844
MT3_008120,T3,MT3,4,0.506849315068493,657801,20103762
MT3_008121,T3,MT3,4,0.6,657801,21824901
MT3_008122,T3,MT3,4,0.5,657801,5061606
MT3_008123,T3,MT3,4,0.6,657801,20886787
