pair_id,left_path,right_path,left_problem,right_problem,left_program,right_program,left_tokens,right_tokens,left_complexity,right_complexity,shared_tokens
N00502,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00502/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00502/right/Main.java,p02730,p02729,s841045307.java,s641679912.java,113,113,1,1,22
N00503,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00503/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00503/right/Main.java,p02981,p02970,s073236637.java,s452059944.java,112,112,1,1,13
N00504,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00504/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00504/right/Main.java,p02970,p02987,s273803173.java,s781714072.java,334,334,5,5,12
N00505,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00505/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00505/right/Main.java,p04044,p00001,s613160234.java,s507035370.java,153,154,2,2,15
N00506,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00506/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00506/right/Main.java,p03161,p03289,s361483824.java,s347362145.java,787,787,13,14,23
N00507,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00507/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00507/right/Main.java,p03220,p03292,s097268688.java,s089551303.java,179,179,2,2,26
N00508,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00508/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00508/right/Main.java,p03695,p02414,s973404493.java,s748439726.java,455,456,14,10,11
N00509,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00509/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00509/right/Main.java,p03494,p03474,s047892720.java,s480704322.java,105,105,1,1,11
N00510,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00510/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00510/right/Main.java,p02390,p02389,s988425160.java,s865361174.java,104,104,0,0,11
N00511,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00511/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00511/right/Main.java,p02995,p02731,s738959673.java,s020556940.java,265,266,1,1,11
N00512,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00512/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00512/right/Main.java,p02957,p02952,s666785670.java,s442247600.java,150,150,2,2,17
N00513,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00513/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00513/right/Main.java,p03378,p03434,s972586919.java,s059254793.java,199,199,3,3,28
N00514,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00514/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00514/right/Main.java,p02553,p03281,s439301051.java,s349565109.java,1000,999,23,25,25
N00515,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00515/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00515/right/Main.java,p03106,p03107,s674818450.java,s759486635.java,178,178,2,2,11
N00516,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00516/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00516/right/Main.java,p02897,p02898,s160720479.java,s075031204.java,129,129,3,3,14
N00517,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00517/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00517/right/Main.java,p03478,p03474,s374558062.java,s697557747.java,159,159,3,4,26
N00518,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00518/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00518/right/Main.java,p02951,p02945,s580786736.java,s954937641.java,100,100,0,0,28
N00519,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00519/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00519/right/Main.java,p03416,p03456,s508867331.java,s496679851.java,139,139,3,3,28
N00520,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00520/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00520/right/Main.java,p03136,p03146,s245275235.java,s776420336.java,144,144,3,3,9
N00521,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00521/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00521/right/Main.java,p03239,p03242,s084277532.java,s377590616.java,150,150,4,3,27
N00522,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00522/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00522/right/Main.java,p03455,p03632,s365890022.java,s362686124.java,166,166,1,1,9
N00523,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00523/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00523/right/Main.java,p02677,p02682,s678255572.java,s093678970.java,153,153,0,0,17
N00524,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00524/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00524/right/Main.java,p03720,p03494,s861495759.java,s234113938.java,489,489,6,7,14
N00525,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00525/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00525/right/Main.java,p02576,p02612,s668102516.java,s035854041.java,99,99,1,1,17
N00526,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00526/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00526/right/Main.java,p02909,p02832,s379242978.java,s465113530.java,114,114,3,3,22
N00527,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00527/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00527/right/Main.java,p02725,p02682,s019374292.java,s790363462.java,215,215,2,2,22
N00528,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00528/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00528/right/Main.java,p02641,p02658,s609958125.java,s775600336.java,211,211,6,6,17
N00529,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00529/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00529/right/Main.java,p03075,p03071,s229221540.java,s246361099.java,121,121,2,2,28
N00530,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00530/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00530/right/Main.java,p04043,p03854,s916998160.java,s763772409.java,128,128,1,1,15
N00531,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00531/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00531/right/Main.java,p02414,p02409,s610958358.java,s237411722.java,567,567,12,15,17
N00532,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00532/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00532/right/Main.java,p03695,p03680,s065756917.java,s897295260.java,189,189,4,4,28
N00533,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00533/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00533/right/Main.java,p00006,p02388,s755148709.java,s473034952.java,56,56,0,0,9
N00534,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00534/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00534/right/Main.java,p02582,p02578,s553636184.java,s980849965.java,153,153,3,3,17
N00535,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00535/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00535/right/Main.java,p03160,p03161,s375377362.java,s592453934.java,272,272,4,4,17
N00536,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00536/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00536/right/Main.java,p02881,p02723,s327517064.java,s290465302.java,359,359,4,4,23
N00537,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00537/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00537/right/Main.java,p02399,p02400,s530317121.java,s029448273.java,131,131,0,0,13
N00538,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00538/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00538/right/Main.java,p02729,p02753,s408101822.java,s193488011.java,117,117,2,2,13
N00539,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00539/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00539/right/Main.java,p02785,p02784,s757619871.java,s768564455.java,188,188,4,3,27
N00540,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00540/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00540/right/Main.java,p03835,p04012,s963669477.java,s005472024.java,139,139,3,3,25
N00541,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00541/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00541/right/Main.java,p02676,p02681,s735298249.java,s885298660.java,130,130,1,1,15
N00542,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00542/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00542/right/Main.java,p02717,p02725,s395320188.java,s431033677.java,166,166,1,1,28
N00543,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00543/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00543/right/Main.java,p02819,p02818,s726635201.java,s895304547.java,137,137,5,4,15
N00544,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00544/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00544/right/Main.java,p02829,p02832,s833770060.java,s452689826.java,170,170,3,4,13
N00545,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00545/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00545/right/Main.java,p00001,p04044,s007595410.java,s781543471.java,144,143,2,2,11
N00546,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00546/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00546/right/Main.java,p02391,p02396,s800376408.java,s016574856.java,113,113,2,2,9
N00547,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00547/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00547/right/Main.java,p03474,p03471,s158714928.java,s630230485.java,244,244,4,5,13
N00548,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00548/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00548/right/Main.java,p02711,p02639,s938565109.java,s696399651.java,114,114,3,3,23
N00549,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00549/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00549/right/Main.java,p03814,p03775,s625464070.java,s418474268.java,170,170,4,3,24
N00550,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00550/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00550/right/Main.java,p03035,p02947,s960632334.java,s039021223.java,972,972,24,24,16
N00551,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00551/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00551/right/Main.java,p02405,p02404,s070983021.java,s854362121.java,219,219,7,6,29
N00552,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00552/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00552/right/Main.java,p03107,p03106,s131916696.java,s973809075.java,175,175,3,4,22
N00553,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00553/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00553/right/Main.java,p02777,p02771,s754409335.java,s574988370.java,118,118,1,1,15
N00554,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00554/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00554/right/Main.java,p02921,p02923,s897243176.java,s896069719.java,139,139,2,2,21
N00555,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00555/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00555/right/Main.java,p02916,p02785,s265401395.java,s996834024.java,265,265,6,5,11
N00556,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00556/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00556/right/Main.java,p02783,p02786,s715393188.java,s006156197.java,106,106,1,1,16
N00557,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00557/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00557/right/Main.java,p02398,p02397,s799802091.java,s605376261.java,230,230,4,4,12
N00558,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00558/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00558/right/Main.java,p04030,p04012,s331161110.java,s832685056.java,168,168,6,5,17
N00559,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00559/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00559/right/Main.java,p02641,p02640,s232177763.java,s894078340.java,172,172,4,4,23
N00560,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00560/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00560/right/Main.java,p00006,p00007,s591640882.java,s212279704.java,113,113,1,1,21
N00561,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00561/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00561/right/Main.java,p02388,p02258,s040541970.java,s834319374.java,126,126,3,3,14
N00562,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00562/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00562/right/Main.java,p02835,p02831,s578418855.java,s913835822.java,120,120,1,1,9
N00563,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00563/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00563/right/Main.java,p03470,p03469,s210512471.java,s838641755.java,110,110,1,1,17
N00564,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00564/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00564/right/Main.java,p03220,p03146,s850594397.java,s614350500.java,140,140,2,2,23
N00565,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00565/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00565/right/Main.java,p03071,p03043,s932014098.java,s809455435.java,132,132,2,2,17
N00566,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00566/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00566/right/Main.java,p02415,p02407,s517665637.java,s853040812.java,173,173,3,3,10
N00567,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00567/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00567/right/Main.java,p04012,p04043,s961528829.java,s581459072.java,129,129,3,4,28
N00568,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00568/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00568/right/Main.java,p02983,p02971,s690966846.java,s046112039.java,227,227,6,7,22
N00569,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00569/left/Main.java,/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/results/formal-v1/negatives/pairs/N00569/right/Main.java,p03242,p03107,s011465305.java,s626680827.java,137,137,2,2,27
