pair_id,status,analysis_mode,regions_emitted,regions_at_min_size,fp_reference_range,fp_strict_product,claims_syntactic_type,types,largest_region_lines,left_problem,right_problem,left_program,right_program,shared_tokens
N00421,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03493,p03469,s583787079.java,s140240310.java,11
N00422,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02987,p02982,s350455371.java,s693605010.java,13
N00423,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03043,p03037,s106836917.java,s629539902.java,21
N00424,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02396,p02388,s925494833.java,s770047255.java,14
N00425,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02595,p02622,s737176006.java,s230844575.java,12
N00426,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03352,p03324,s117841049.java,s793661806.java,21
N00427,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03161,p03261,s786098828.java,s017672033.java,15
N00428,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02612,p02621,s310737385.java,s061362875.java,23
N00429,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p03043,p03060,s726853294.java,s129673719.java,16
N00430,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p03775,p03814,s225653295.java,s414758767.java,11
N00431,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02916,p02911,s345935054.java,s202924101.java,13
N00432,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02399,p02400,s161188984.java,s847936260.java,28
N00433,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02255,p02257,s536296978.java,s823019368.java,11
N00434,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00011,p02255,s414148352.java,s173769564.java,17
N00435,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03435,p03434,s978256934.java,s837516747.java,12
N00436,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02934,p02951,s803758028.java,s293157008.java,11
N00437,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02982,p02959,s044008973.java,s776232015.java,16
N00438,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02712,p02419,s124252904.java,s837726325.java,23
N00439,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03854,p00001,s417074546.java,s067653218.java,11
N00440,ok,SOURCE_PLUS_WALA_SMT,3,3,False,True,False,POSSIBLE_T4_CANDIDATE,9,p02676,p03315,s192944732.java,s172075694.java,11
N00441,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02406,p02405,s129624707.java,s595116322.java,13
N00442,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02785,p02791,s188166652.java,s807052295.java,24
N00443,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,59,p02791,p02830,s097229140.java,s937285427.java,28
N00444,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02259,p02258,s113994242.java,s702648376.java,12
N00445,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02613,p02641,s695503009.java,s666662308.java,15
N00446,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,14,p02887,p02897,s984596022.java,s530756847.java,17
N00447,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02391,p02390,s645967071.java,s491804838.java,14
N00448,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03474,p03471,s978932342.java,s980502596.java,10
N00449,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03012,p03000,s120536522.java,s899128647.java,17
N00450,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03720,p03695,s110450030.java,s227533090.java,22
N00451,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03126,p03107,s438197309.java,s714303950.java,16
N00452,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,50,p03087,p03060,s598585705.java,s223374270.java,26
N00453,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02694,p02693,s211925048.java,s878426596.java,17
N00454,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02700,p02693,s312484724.java,s512168593.java,17
N00455,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02909,p02881,s459075360.java,s451645702.java,27
N00456,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03370,p03352,s074145259.java,s224910995.java,13
N00457,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04043,p00006,s398340909.java,s369052749.java,13
N00458,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02767,p02677,s753884508.java,s990040559.java,13
N00459,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02802,p02790,s429391959.java,s928199435.java,10
N00460,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02783,p02786,s370731501.java,s613215577.java,27
N00461,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03076,s434669455.java,s088164665.java,27
N00462,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03352,p03315,s404124859.java,s998320371.java,17
N00463,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02971,p03126,s603388624.java,s910494713.java,19
N00464,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02881,p02880,s566521756.java,s841775772.java,17
N00465,ok,SOURCE_PLUS_WALA_SMT,6,3,False,True,False,POSSIBLE_T4_CANDIDATE,9,p02578,p02552,s161478240.java,s475635567.java,13
N00466,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,17,p02700,p02693,s664101860.java,s859471756.java,17
N00467,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02724,p02731,s699557645.java,s071134213.java,27
N00468,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,23,p02773,p02730,s074754492.java,s531394259.java,22
N00469,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02818,p02812,s218260951.java,s789478960.java,17
N00470,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,21,p03102,p03160,s444841669.java,s040870876.java,13
N00471,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03072,p03035,s385293340.java,s513798703.java,15
N00472,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02676,p02681,s034089186.java,s145768224.java,23
N00473,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,1,p02417,p02419,s781257579.java,s661979578.java,15
N00474,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,9,p02725,p02719,s058222879.java,s763589502.java,13
N00475,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02577,p02582,s404165833.java,s045478876.java,15
N00476,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02819,p02880,s974854531.java,s490374493.java,15
N00477,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02641,p02613,s532278304.java,s722864659.java,28
N00478,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02958,p02953,s283500448.java,s988097584.java,17
N00479,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00007,p02256,s447794172.java,s188089302.java,12
N00480,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,13,p02779,p03001,s880751987.java,s032320593.java,19
N00481,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02994,p02993,s496678216.java,s673398546.java,23
N00482,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03456,p03455,s205297909.java,s957782620.java,15
N00483,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02406,s393383099.java,s408104061.java,21
N00484,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02981,p02971,s823522568.java,s007743256.java,11
N00485,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p00003,s838794729.java,s811831983.java,11
N00486,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02406,p02407,s267178061.java,s109769029.java,25
N00487,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02390,p02389,s074614146.java,s448239371.java,15
N00488,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p03434,p03282,s947954268.java,s670769604.java,11
N00489,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,20,p03041,p03011,s317589170.java,s103095823.java,11
N00490,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03107,p03011,s787224819.java,s946571443.java,15
N00491,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,True,T3,9,p02578,p02576,s746147316.java,s901903910.java,18
N00492,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03042,p03011,s165525051.java,s805039533.java,17
N00493,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03494,p03632,s851981984.java,s314200078.java,26
N00494,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,35,p02959,p02773,s230757054.java,s096779347.java,17
N00495,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p03775,s021426571.java,s677205950.java,13
N00496,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02911,p02910,s145145553.java,s936924592.java,15
N00497,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02755,p02766,s676919505.java,s072952797.java,22
N00498,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02415,p02416,s778505480.java,s581145603.java,13
N00499,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02418,p02417,s062629692.java,s903881151.java,15
N00500,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02405,p02403,s643231295.java,s776349753.java,18
N00501,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02994,p02993,s221504890.java,s981689878.java,13
N00502,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02730,p02729,s841045307.java,s641679912.java,22
N00503,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02981,p02970,s073236637.java,s452059944.java,13
N00504,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02970,p02987,s273803173.java,s781714072.java,12
N00505,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p00001,s613160234.java,s507035370.java,15
N00506,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,False,POSSIBLE_T4_CANDIDATE,11,p03161,p03289,s361483824.java,s347362145.java,23
N00507,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03220,p03292,s097268688.java,s089551303.java,26
N00508,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03695,p02414,s973404493.java,s748439726.java,11
N00509,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03494,p03474,s047892720.java,s480704322.java,11
N00510,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02390,p02389,s988425160.java,s865361174.java,11
N00511,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,1,p02995,p02731,s738959673.java,s020556940.java,11
N00512,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02957,p02952,s666785670.java,s442247600.java,17
N00513,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03378,p03434,s972586919.java,s059254793.java,28
N00514,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,61,p02553,p03281,s439301051.java,s349565109.java,25
N00515,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03106,p03107,s674818450.java,s759486635.java,11
N00516,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02897,p02898,s160720479.java,s075031204.java,14
N00517,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03474,s374558062.java,s697557747.java,26
N00518,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,5,p02951,p02945,s580786736.java,s954937641.java,28
N00519,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03416,p03456,s508867331.java,s496679851.java,28
N00520,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03136,p03146,s245275235.java,s776420336.java,9
N00521,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03239,p03242,s084277532.java,s377590616.java,27
N00522,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03455,p03632,s365890022.java,s362686124.java,9
N00523,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02677,p02682,s678255572.java,s093678970.java,17
N00524,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,20,p03720,p03494,s861495759.java,s234113938.java,14
N00525,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02576,p02612,s668102516.java,s035854041.java,17
N00526,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02909,p02832,s379242978.java,s465113530.java,22
N00527,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,9,p02725,p02682,s019374292.java,s790363462.java,22
N00528,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02641,p02658,s609958125.java,s775600336.java,17
N00529,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03075,p03071,s229221540.java,s246361099.java,28
N00530,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04043,p03854,s916998160.java,s763772409.java,15
N00531,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02414,p02409,s610958358.java,s237411722.java,17
N00532,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03695,p03680,s065756917.java,s897295260.java,28
N00533,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00006,p02388,s755148709.java,s473034952.java,9
N00534,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02582,p02578,s553636184.java,s980849965.java,17
N00535,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,13,p03160,p03161,s375377362.java,s592453934.java,17
N00536,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,18,p02881,p02723,s327517064.java,s290465302.java,23
N00537,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02399,p02400,s530317121.java,s029448273.java,13
N00538,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02729,p02753,s408101822.java,s193488011.java,13
N00539,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02785,p02784,s757619871.java,s768564455.java,27
N00540,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03835,p04012,s963669477.java,s005472024.java,25
N00541,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02676,p02681,s735298249.java,s885298660.java,15
N00542,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02717,p02725,s395320188.java,s431033677.java,28
N00543,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02819,p02818,s726635201.java,s895304547.java,15
N00544,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02829,p02832,s833770060.java,s452689826.java,13
N00545,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p04044,s007595410.java,s781543471.java,11
N00546,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02391,p02396,s800376408.java,s016574856.java,9
N00547,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03474,p03471,s158714928.java,s630230485.java,13
N00548,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02711,p02639,s938565109.java,s696399651.java,23
N00549,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03814,p03775,s625464070.java,s418474268.java,24
N00550,ok,SOURCE_PLUS_WALA_SMT,3,3,False,True,False,POSSIBLE_T4_CANDIDATE,56,p03035,p02947,s960632334.java,s039021223.java,16
N00551,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02405,p02404,s070983021.java,s854362121.java,29
N00552,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p03107,p03106,s131916696.java,s973809075.java,22
N00553,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02777,p02771,s754409335.java,s574988370.java,15
N00554,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02921,p02923,s897243176.java,s896069719.java,21
N00555,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02916,p02785,s265401395.java,s996834024.java,11
N00556,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p02783,p02786,s715393188.java,s006156197.java,16
N00557,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02398,p02397,s799802091.java,s605376261.java,12
N00558,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04030,p04012,s331161110.java,s832685056.java,17
N00559,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02641,p02640,s232177763.java,s894078340.java,23
N00560,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00006,p00007,s591640882.java,s212279704.java,21
N00561,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02388,p02258,s040541970.java,s834319374.java,14
N00562,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02835,p02831,s578418855.java,s913835822.java,9
N00563,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03470,p03469,s210512471.java,s838641755.java,17
N00564,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03220,p03146,s850594397.java,s614350500.java,23
N00565,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03071,p03043,s932014098.java,s809455435.java,17
N00566,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02415,p02407,s517665637.java,s853040812.java,10
N00567,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04012,p04043,s961528829.java,s581459072.java,28
N00568,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02983,p02971,s690966846.java,s046112039.java,22
N00569,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03242,p03107,s011465305.java,s626680827.java,27
N00570,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,10,p02832,p02860,s174326939.java,s179774822.java,23
N00571,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03146,p03147,s870159452.java,s930545989.java,13
N00572,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03289,p03998,s202718552.java,s697825546.java,15
N00573,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02415,s877780967.java,s350902575.java,23
N00574,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,19,p03315,p03243,s029797923.java,s316808743.java,15
N00575,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02392,p02389,s813635960.java,s501239989.java,28
N00576,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,25,p02836,p02899,s826460242.java,s337650642.java,13
N00577,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04043,p03854,s253457592.java,s925771867.java,16
N00578,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02388,p00006,s557681366.java,s974765622.java,11
N00579,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p02659,p02677,s454589809.java,s354266576.java,22
N00580,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03011,p03001,s210479182.java,s862491122.java,27
N00581,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02421,p02553,s791678854.java,s706711661.java,25
N00582,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03106,s478516253.java,s313693199.java,27
N00583,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03285,p03281,s342194569.java,s774305092.java,15
N00584,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03456,p03455,s056546297.java,s733107793.java,22
N00585,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03075,p03071,s861874618.java,s043250529.java,17
N00586,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03042,p03073,s836933559.java,s655642771.java,26
N00587,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03293,p03315,s983811204.java,s437138280.java,25
N00588,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03632,p03470,s052343637.java,s910263097.java,16
N00589,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,20,p02773,p02700,s847998648.java,s133252340.java,18
N00590,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02982,p03013,s926785493.java,s893331321.java,28
N00591,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02719,p02713,s981963759.java,s450889402.java,13
N00592,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02922,p02934,s888433796.java,s533556517.java,15
N00593,ok,SOURCE_PLUS_WALA_SMT,4,4,False,True,False,POSSIBLE_T4_CANDIDATE|T4_CONFIRMED,18,p02801,p02553,s942445009.java,s755304959.java,15
N00594,ok,SOURCE_PLUS_WALA_SMT,4,1,False,True,False,POSSIBLE_T4_CANDIDATE,18,p02771,p02729,s458607881.java,s536147621.java,12
N00595,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02830,p02831,s696037098.java,s356526719.java,23
N00596,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,18,p04044,p02717,s860951078.java,s846824840.java,11
N00597,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02391,p02390,s414677421.java,s261976071.java,12
N00598,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,30,p04030,p03449,s642283651.java,s268371922.java,22
N00599,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02772,p02767,s306178390.java,s846303442.java,17
N00600,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03456,p03470,s981075189.java,s583539059.java,16
N00601,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02400,p02399,s102470912.java,s960658397.java,15
N00602,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02898,p02909,s459803863.java,s014136622.java,11
N00603,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,True,T3,9,p02658,p02640,s274123786.java,s374767445.java,16
N00604,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,9,p03239,p03261,s956442175.java,s350241116.java,17
N00605,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03043,p03041,s966227592.java,s947224444.java,21
N00606,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02404,p02405,s995974296.java,s499272647.java,13
N00607,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02725,p02729,s624756172.java,s274401867.java,13
N00608,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02687,p02681,s324771053.java,s981231743.java,13
N00609,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02640,p02629,s679848589.java,s390900820.java,23
N00610,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03434,p03471,s797234825.java,s294667096.java,23
N00611,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03289,p03293,s746414205.java,s407777617.java,22
N00612,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03455,p03324,s473864301.java,s191847619.java,14
N00613,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02577,p02578,s272667532.java,s868771458.java,22
N00614,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02812,p02791,s302864279.java,s261317325.java,12
N00615,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03371,p03434,s744475832.java,s911599323.java,23
N00616,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,11,p02706,p02577,s341836219.java,s140073708.java,12
N00617,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02401,s777084918.java,s700430191.java,15
N00618,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03072,p03071,s091000410.java,s995336245.java,10
N00619,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00003,p00001,s197650726.java,s806523112.java,11
N00620,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02831,p02836,s276288057.java,s627073512.java,13
N00621,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02947,p02958,s011365927.java,s018813402.java,22
N00622,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03071,p03060,s064173145.java,s585610017.java,14
N00623,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00006,p00002,s304250318.java,s765877829.java,22
N00624,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02917,p02921,s200928127.java,s401580049.java,15
N00625,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03043,p03042,s764059341.java,s338242868.java,29
N00626,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02947,p02916,s380487025.java,s944676040.java,14
N00627,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02953,p02957,s973919331.java,s935837318.java,16
N00628,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02771,p02767,s462582526.java,s804375762.java,23
N00629,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03136,p03126,s367507347.java,s660953036.java,22
N00630,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03695,p03037,s689692355.java,s281950385.java,23
N00631,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02995,p02786,s133118084.java,s780490971.java,11
