pair_id,ref_index,range_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00108,2,1,CLONE_INTERVAL,T1,t1_reindent,15,21,15,21
R00108,3,1,MUTATION,T1,t1_reindent,15,21,15,21
R00108,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00108,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00108,6,-1,UNTOUCHED,T1,none,22,28,22,28
R00109,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,17,22,17,22
R00109,1,0,MUTATION,T1,t1_add_eol_comment,17,17,17,17
R00109,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,26,31,26,32
R00109,3,1,MUTATION,T1,t1_add_block_comment,,,28,28
R00109,4,-1,UNTOUCHED,T1,none,13,16,13,16
R00109,5,-1,UNTOUCHED,T1,none,23,25,23,25
R00109,6,-1,UNTOUCHED,T1,none,32,36,33,37
R00110,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,12,19,12,20
R00110,1,0,MUTATION,T1,t1_add_block_comment,,,19,19
R00110,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,23,29,24,30
R00110,3,1,MUTATION,T2,t2_rename_local_x1,27,28,28,29
R00110,4,-1,UNTOUCHED,T1,none,8,11,8,11
R00110,5,-1,UNTOUCHED,T1,none,20,22,21,23
R00110,6,-1,UNTOUCHED,T1,none,30,35,31,36
R00111,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00111,1,0,MUTATION,T1,t1_add_eol_comment,12,12,12,12
R00111,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,17,50,17,50
R00111,3,1,MUTATION,T2,t2_change_string_literal,29,29,29,29
R00111,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00111,5,-1,UNTOUCHED,T1,none,13,16,13,16
R00111,6,-1,UNTOUCHED,T1,none,51,58,51,58
R00112,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,12,7,12
R00112,1,0,MUTATION,T2,t2_change_string_literal,7,7,7,7
R00112,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,16,21,16,23
R00112,3,1,MUTATION,T3,t3_wrap_statement,,,16,16
R00112,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00112,5,-1,UNTOUCHED,T1,none,13,15,13,15
R00112,6,-1,UNTOUCHED,T1,none,22,28,24,30
R00113,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,13,8,13
R00113,1,0,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00113,2,1,CLONE_INTERVAL,T3,t3_insert_statement,20,31,20,32
R00113,3,1,MUTATION,T3,t3_insert_statement,,,21,21
R00113,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00113,5,-1,UNTOUCHED,T1,none,14,19,14,19
R00113,6,-1,UNTOUCHED,T1,none,32,42,33,43
R00114,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,14,9,15
R00114,1,0,MUTATION,T1,t1_add_block_comment,,,11,11
R00114,2,1,CLONE_INTERVAL,T3,t3_insert_statement,18,24,19,26
R00114,3,1,MUTATION,T3,t3_insert_statement,,,20,20
R00114,4,-1,UNTOUCHED,T1,none,4,8,4,8
R00114,5,-1,UNTOUCHED,T1,none,15,17,16,18
R00114,6,-1,UNTOUCHED,T1,none,25,30,27,32
R00115,0,0,CLONE_INTERVAL,T3,t3_insert_statement,13,21,13,21
R00115,1,0,MUTATION,T3,t3_insert_statement,,,22,22
R00115,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,97,102,98,103
R00115,3,1,MUTATION,T1,t1_add_eol_comment,98,98,99,99
R00115,4,-1,UNTOUCHED,T1,none,10,12,10,12
R00115,5,-1,UNTOUCHED,T1,none,22,28,23,29
R00115,6,-1,UNTOUCHED,T1,none,92,96,93,97
R00115,7,-1,UNTOUCHED,T1,none,103,117,104,118
R00116,0,0,CLONE_INTERVAL,T3,t3_insert_statement,16,22,16,22
R00116,1,0,MUTATION,T3,t3_insert_statement,,,23,23
R00116,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,86,91,87,93
R00116,3,1,MUTATION,T1,t1_add_block_comment,,,91,91
R00116,4,-1,UNTOUCHED,T1,none,11,15,11,15
R00116,5,-1,UNTOUCHED,T1,none,23,25,24,26
R00116,6,-1,UNTOUCHED,T1,none,83,85,84,86
R00116,7,-1,UNTOUCHED,T1,none,92,106,94,108
R00117,0,0,CLONE_INTERVAL,T1,t1_reindent,8,14,8,14
R00117,1,0,MUTATION,T1,t1_reindent,8,14,8,14
R00117,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,95,101,95,103
R00117,3,1,MUTATION,T3,t3_wrap_statement,,,98,98
R00117,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00117,5,-1,UNTOUCHED,T1,none,15,22,15,22
R00117,6,-1,UNTOUCHED,T1,none,91,94,91,94
R00117,7,-1,UNTOUCHED,T1,none,102,116,104,118
